lang,n,date
en,361544,2021-08-01
es,45575,2021-08-01
in,24711,2021-08-01
fr,21223,2021-08-01
und,15800,2021-08-01
pt,13444,2021-08-01
it,7254,2021-08-01
tl,6164,2021-08-01
ja,5495,2021-08-01
de,4695,2021-08-01
tr,3558,2021-08-01
nl,2866,2021-08-01
pl,1464,2021-08-01
hi,1444,2021-08-01
ca,1366,2021-08-01
ar,1214,2021-08-01
th,1206,2021-08-01
ru,1121,2021-08-01
el,795,2021-08-01
cs,590,2021-08-01
et,561,2021-08-01
ur,532,2021-08-01
sv,493,2021-08-01
zh,490,2021-08-01
fi,422,2021-08-01
ro,409,2021-08-01
ta,348,2021-08-01
vi,330,2021-08-01
ht,242,2021-08-01
da,191,2021-08-01
sl,182,2021-08-01
uk,180,2021-08-01
ml,171,2021-08-01
bn,169,2021-08-01
lv,163,2021-08-01
mr,159,2021-08-01
kn,128,2021-08-01
no,103,2021-08-01
fa,96,2021-08-01
hu,93,2021-08-01
ko,69,2021-08-01
is,66,2021-08-01
or,66,2021-08-01
gu,65,2021-08-01
lt,62,2021-08-01
cy,56,2021-08-01
iw,56,2021-08-01
te,52,2021-08-01
ne,36,2021-08-01
bg,34,2021-08-01
eu,32,2021-08-01
my,24,2021-08-01
pa,19,2021-08-01
si,16,2021-08-01
sr,15,2021-08-01
sd,8,2021-08-01
km,6,2021-08-01
am,3,2021-08-01
ckb,3,2021-08-01
bo,1,2021-08-01
hy,1,2021-08-01
lo,1,2021-08-01
