lang,n,date
en,580409,2020-07-14
es,145602,2020-07-14
pt,41760,2020-07-14
und,31685,2020-07-14
fr,19024,2020-07-14
in,16342,2020-07-14
it,10431,2020-07-14
tl,7834,2020-07-14
ja,6201,2020-07-14
ca,4657,2020-07-14
hi,4347,2020-07-14
de,4136,2020-07-14
tr,3361,2020-07-14
nl,2463,2020-07-14
ru,2372,2020-07-14
th,1353,2020-07-14
ar,1184,2020-07-14
ro,1078,2020-07-14
ta,901,2020-07-14
et,864,2020-07-14
pl,814,2020-07-14
el,662,2020-07-14
sv,621,2020-07-14
mr,599,2020-07-14
ml,398,2020-07-14
zh,398,2020-07-14
cs,346,2020-07-14
kn,345,2020-07-14
lt,343,2020-07-14
te,314,2020-07-14
uk,294,2020-07-14
ur,290,2020-07-14
lv,287,2020-07-14
da,285,2020-07-14
bn,275,2020-07-14
gu,249,2020-07-14
or,185,2020-07-14
fi,182,2020-07-14
ht,176,2020-07-14
cy,166,2020-07-14
fa,152,2020-07-14
vi,140,2020-07-14
sl,127,2020-07-14
eu,111,2020-07-14
no,104,2020-07-14
pa,100,2020-07-14
ko,95,2020-07-14
hu,94,2020-07-14
iw,84,2020-07-14
si,54,2020-07-14
bg,52,2020-07-14
ne,50,2020-07-14
sr,32,2020-07-14
is,30,2020-07-14
hy,14,2020-07-14
ckb,12,2020-07-14
ps,9,2020-07-14
my,8,2020-07-14
km,5,2020-07-14
ka,4,2020-07-14
dv,3,2020-07-14
lo,3,2020-07-14
am,2,2020-07-14
bo,1,2020-07-14
sd,1,2020-07-14
