lang,n,date
en,1181343,2020-03-14
es,509898,2020-03-14
pt,103605,2020-03-14
fr,98501,2020-03-14
und,93962,2020-03-14
it,61959,2020-03-14
in,32816,2020-03-14
tl,31695,2020-03-14
ca,28699,2020-03-14
de,28108,2020-03-14
tr,16838,2020-03-14
nl,16802,2020-03-14
ja,11680,2020-03-14
hi,6918,2020-03-14
ar,5400,2020-03-14
lt,4661,2020-03-14
th,4282,2020-03-14
ro,4150,2020-03-14
pl,3427,2020-03-14
ru,2471,2020-03-14
el,2299,2020-03-14
sv,2039,2020-03-14
da,1768,2020-03-14
cs,1659,2020-03-14
et,1552,2020-03-14
fi,1538,2020-03-14
ur,1484,2020-03-14
zh,1354,2020-03-14
fa,1066,2020-03-14
ht,997,2020-03-14
ta,987,2020-03-14
mr,761,2020-03-14
vi,671,2020-03-14
lv,617,2020-03-14
sl,585,2020-03-14
ml,547,2020-03-14
ko,515,2020-03-14
no,495,2020-03-14
kn,423,2020-03-14
te,408,2020-03-14
eu,366,2020-03-14
cy,305,2020-03-14
uk,281,2020-03-14
bn,272,2020-03-14
gu,253,2020-03-14
or,196,2020-03-14
iw,194,2020-03-14
hu,183,2020-03-14
bg,150,2020-03-14
sr,137,2020-03-14
ne,126,2020-03-14
si,124,2020-03-14
is,107,2020-03-14
pa,90,2020-03-14
ps,68,2020-03-14
am,49,2020-03-14
ckb,48,2020-03-14
sd,25,2020-03-14
hy,24,2020-03-14
km,19,2020-03-14
dv,16,2020-03-14
my,14,2020-03-14
ka,8,2020-03-14
bo,4,2020-03-14
lo,1,2020-03-14
ug,1,2020-03-14
