lang,n,date
en,1194412,2020-10-02
es,138450,2020-10-02
und,33256,2020-10-02
pt,32978,2020-10-02
fr,30321,2020-10-02
in,29442,2020-10-02
it,15498,2020-10-02
tr,8500,2020-10-02
de,7581,2020-10-02
tl,6059,2020-10-02
ca,5410,2020-10-02
ja,5039,2020-10-02
nl,5018,2020-10-02
ru,2788,2020-10-02
pl,2533,2020-10-02
hi,1774,2020-10-02
ro,1650,2020-10-02
sv,1179,2020-10-02
el,1110,2020-10-02
et,1056,2020-10-02
cs,991,2020-10-02
zh,887,2020-10-02
ar,883,2020-10-02
lt,631,2020-10-02
da,599,2020-10-02
uk,453,2020-10-02
no,407,2020-10-02
ta,402,2020-10-02
lv,380,2020-10-02
th,350,2020-10-02
fi,340,2020-10-02
ht,313,2020-10-02
sl,273,2020-10-02
mr,236,2020-10-02
vi,225,2020-10-02
ko,212,2020-10-02
cy,208,2020-10-02
ur,204,2020-10-02
ml,203,2020-10-02
fa,162,2020-10-02
hu,156,2020-10-02
bn,145,2020-10-02
gu,142,2020-10-02
te,123,2020-10-02
eu,114,2020-10-02
is,113,2020-10-02
kn,113,2020-10-02
iw,110,2020-10-02
bg,79,2020-10-02
ne,68,2020-10-02
or,68,2020-10-02
pa,27,2020-10-02
sr,23,2020-10-02
hy,19,2020-10-02
am,15,2020-10-02
my,15,2020-10-02
ps,10,2020-10-02
si,8,2020-10-02
ckb,4,2020-10-02
km,4,2020-10-02
ka,2,2020-10-02
dv,1,2020-10-02
lo,1,2020-10-02
