lang,n,date
en,431657,2021-08-02
es,61188,2021-08-02
in,32473,2021-08-02
fr,23059,2021-08-02
pt,19767,2021-08-02
und,17782,2021-08-02
it,7880,2021-08-02
tl,7107,2021-08-02
ja,6848,2021-08-02
de,5837,2021-08-02
tr,3285,2021-08-02
nl,3084,2021-08-02
pl,1946,2021-08-02
ru,1737,2021-08-02
ca,1735,2021-08-02
hi,1712,2021-08-02
ar,1550,2021-08-02
th,1305,2021-08-02
el,872,2021-08-02
cs,709,2021-08-02
et,642,2021-08-02
zh,549,2021-08-02
sv,513,2021-08-02
fi,505,2021-08-02
ro,491,2021-08-02
ta,399,2021-08-02
ur,399,2021-08-02
vi,382,2021-08-02
lv,275,2021-08-02
mr,258,2021-08-02
da,234,2021-08-02
ht,222,2021-08-02
ml,217,2021-08-02
bn,211,2021-08-02
uk,202,2021-08-02
kn,188,2021-08-02
sl,179,2021-08-02
fa,112,2021-08-02
hu,109,2021-08-02
no,104,2021-08-02
ko,96,2021-08-02
cy,87,2021-08-02
or,82,2021-08-02
te,79,2021-08-02
iw,76,2021-08-02
gu,73,2021-08-02
bg,68,2021-08-02
lt,63,2021-08-02
is,61,2021-08-02
ne,46,2021-08-02
si,35,2021-08-02
eu,34,2021-08-02
my,31,2021-08-02
pa,27,2021-08-02
km,11,2021-08-02
hy,9,2021-08-02
sr,9,2021-08-02
ka,8,2021-08-02
ckb,3,2021-08-02
lo,3,2021-08-02
am,2,2021-08-02
bo,2,2021-08-02
ps,1,2021-08-02
sd,1,2021-08-02
