lang,n,date
en,504435,2021-04-27
es,92597,2021-04-27
pt,46819,2021-04-27
fr,21818,2021-04-27
in,20605,2021-04-27
und,19749,2021-04-27
hi,12146,2021-04-27
it,11338,2021-04-27
de,10234,2021-04-27
tr,9051,2021-04-27
tl,7178,2021-04-27
ja,4774,2021-04-27
nl,3897,2021-04-27
pl,2312,2021-04-27
ca,2291,2021-04-27
ru,1884,2021-04-27
et,1776,2021-04-27
th,1504,2021-04-27
el,1289,2021-04-27
ta,1116,2021-04-27
mr,995,2021-04-27
sv,893,2021-04-27
ro,879,2021-04-27
kn,681,2021-04-27
ar,658,2021-04-27
gu,639,2021-04-27
ht,588,2021-04-27
ur,585,2021-04-27
cs,554,2021-04-27
bn,552,2021-04-27
ml,537,2021-04-27
te,499,2021-04-27
da,474,2021-04-27
zh,405,2021-04-27
lv,314,2021-04-27
fi,306,2021-04-27
uk,280,2021-04-27
vi,242,2021-04-27
or,228,2021-04-27
no,222,2021-04-27
ne,201,2021-04-27
sl,178,2021-04-27
hu,146,2021-04-27
ko,145,2021-04-27
pa,145,2021-04-27
cy,130,2021-04-27
lt,109,2021-04-27
fa,92,2021-04-27
si,79,2021-04-27
eu,66,2021-04-27
is,55,2021-04-27
bg,47,2021-04-27
iw,27,2021-04-27
my,22,2021-04-27
sr,22,2021-04-27
ps,10,2021-04-27
km,8,2021-04-27
am,7,2021-04-27
hy,7,2021-04-27
lo,7,2021-04-27
bo,4,2021-04-27
ka,4,2021-04-27
ckb,3,2021-04-27
sd,2,2021-04-27
dv,1,2021-04-27
