lang,n,date
en,208620,2021-10-09
es,28510,2021-10-09
pt,14313,2021-10-09
in,10175,2021-10-09
und,9089,2021-10-09
fr,8801,2021-10-09
it,6205,2021-10-09
de,3869,2021-10-09
tl,3737,2021-10-09
ja,2995,2021-10-09
tr,2765,2021-10-09
nl,2149,2021-10-09
ru,1118,2021-10-09
pl,1003,2021-10-09
ar,801,2021-10-09
ca,727,2021-10-09
hi,673,2021-10-09
sv,568,2021-10-09
el,566,2021-10-09
ro,522,2021-10-09
th,420,2021-10-09
cs,369,2021-10-09
lv,368,2021-10-09
et,315,2021-10-09
zh,305,2021-10-09
fi,245,2021-10-09
sl,172,2021-10-09
uk,165,2021-10-09
ta,142,2021-10-09
vi,125,2021-10-09
ht,102,2021-10-09
mr,94,2021-10-09
da,91,2021-10-09
ml,85,2021-10-09
bn,83,2021-10-09
hu,72,2021-10-09
no,68,2021-10-09
ur,65,2021-10-09
kn,48,2021-10-09
gu,46,2021-10-09
bg,45,2021-10-09
ko,42,2021-10-09
fa,41,2021-10-09
cy,40,2021-10-09
lt,39,2021-10-09
iw,34,2021-10-09
te,31,2021-10-09
or,25,2021-10-09
is,22,2021-10-09
si,20,2021-10-09
sr,14,2021-10-09
eu,12,2021-10-09
ne,11,2021-10-09
my,7,2021-10-09
hy,6,2021-10-09
pa,6,2021-10-09
lo,5,2021-10-09
am,2,2021-10-09
ka,1,2021-10-09
