lang,n,date
en,304972,2021-05-22
es,61745,2021-05-22
pt,31706,2021-05-22
in,26181,2021-05-22
fr,14172,2021-05-22
und,12889,2021-05-22
hi,8179,2021-05-22
it,7394,2021-05-22
tl,4881,2021-05-22
de,4675,2021-05-22
tr,4082,2021-05-22
ja,3915,2021-05-22
nl,3234,2021-05-22
et,1625,2021-05-22
pl,1563,2021-05-22
ta,1553,2021-05-22
ca,1146,2021-05-22
ru,911,2021-05-22
th,793,2021-05-22
el,778,2021-05-22
ht,698,2021-05-22
ar,679,2021-05-22
mr,601,2021-05-22
ro,573,2021-05-22
sv,563,2021-05-22
kn,500,2021-05-22
zh,449,2021-05-22
cs,422,2021-05-22
ml,389,2021-05-22
te,386,2021-05-22
bn,332,2021-05-22
da,312,2021-05-22
ur,247,2021-05-22
gu,238,2021-05-22
fi,217,2021-05-22
vi,200,2021-05-22
ne,186,2021-05-22
or,182,2021-05-22
lv,172,2021-05-22
no,155,2021-05-22
sl,143,2021-05-22
uk,139,2021-05-22
hu,105,2021-05-22
pa,77,2021-05-22
lt,73,2021-05-22
is,69,2021-05-22
ko,68,2021-05-22
cy,62,2021-05-22
fa,55,2021-05-22
eu,47,2021-05-22
si,39,2021-05-22
bg,33,2021-05-22
iw,14,2021-05-22
my,8,2021-05-22
ps,8,2021-05-22
lo,5,2021-05-22
sr,5,2021-05-22
dv,3,2021-05-22
ka,3,2021-05-22
bo,2,2021-05-22
ckb,2,2021-05-22
hy,2,2021-05-22
km,2,2021-05-22
sd,2,2021-05-22
am,1,2021-05-22
