lang,n,date
en,322647,2022-01-28
es,68971,2022-01-28
pt,41643,2022-01-28
fr,23122,2022-01-28
und,12885,2022-01-28
in,10686,2022-01-28
it,10070,2022-01-28
de,6752,2022-01-28
ja,4525,2022-01-28
tr,4402,2022-01-28
nl,3854,2022-01-28
tl,3376,2022-01-28
pl,2928,2022-01-28
ca,2292,2022-01-28
hi,1881,2022-01-28
ru,1470,2022-01-28
sv,1419,2022-01-28
cs,849,2022-01-28
el,812,2022-01-28
et,700,2022-01-28
ro,540,2022-01-28
ar,439,2022-01-28
lv,397,2022-01-28
da,371,2022-01-28
fi,363,2022-01-28
zh,346,2022-01-28
ta,345,2022-01-28
th,342,2022-01-28
no,235,2022-01-28
ml,230,2022-01-28
mr,217,2022-01-28
uk,194,2022-01-28
bn,193,2022-01-28
ht,168,2022-01-28
sl,162,2022-01-28
ur,141,2022-01-28
te,136,2022-01-28
gu,117,2022-01-28
vi,108,2022-01-28
cy,103,2022-01-28
is,98,2022-01-28
kn,81,2022-01-28
eu,80,2022-01-28
ko,68,2022-01-28
bg,59,2022-01-28
or,57,2022-01-28
hu,56,2022-01-28
lt,54,2022-01-28
iw,51,2022-01-28
ne,41,2022-01-28
fa,35,2022-01-28
pa,25,2022-01-28
si,21,2022-01-28
sr,9,2022-01-28
hy,5,2022-01-28
my,5,2022-01-28
am,4,2022-01-28
ps,4,2022-01-28
sd,4,2022-01-28
lo,2,2022-01-28
bo,1,2022-01-28
ka,1,2022-01-28
km,1,2022-01-28
