lang,n,date
en,315306,2022-02-02
es,55685,2022-02-02
pt,34918,2022-02-02
fr,23081,2022-02-02
in,14865,2022-02-02
und,12234,2022-02-02
it,10542,2022-02-02
de,7861,2022-02-02
tr,5195,2022-02-02
ja,4723,2022-02-02
nl,3893,2022-02-02
pl,3032,2022-02-02
tl,2349,2022-02-02
ru,1697,2022-02-02
ca,1661,2022-02-02
hi,1481,2022-02-02
cs,1196,2022-02-02
sv,1147,2022-02-02
el,780,2022-02-02
et,566,2022-02-02
ar,565,2022-02-02
ro,517,2022-02-02
lv,464,2022-02-02
da,359,2022-02-02
th,345,2022-02-02
zh,345,2022-02-02
fi,289,2022-02-02
ta,256,2022-02-02
uk,228,2022-02-02
no,201,2022-02-02
ml,164,2022-02-02
ht,133,2022-02-02
sl,132,2022-02-02
bn,130,2022-02-02
mr,106,2022-02-02
ur,106,2022-02-02
vi,96,2022-02-02
te,84,2022-02-02
gu,83,2022-02-02
cy,81,2022-02-02
is,80,2022-02-02
hu,78,2022-02-02
kn,74,2022-02-02
ko,71,2022-02-02
or,61,2022-02-02
iw,60,2022-02-02
eu,58,2022-02-02
lt,53,2022-02-02
bg,50,2022-02-02
fa,42,2022-02-02
pa,27,2022-02-02
ne,23,2022-02-02
si,23,2022-02-02
sr,8,2022-02-02
my,6,2022-02-02
am,5,2022-02-02
hy,3,2022-02-02
ka,2,2022-02-02
lo,2,2022-02-02
ps,2,2022-02-02
km,1,2022-02-02
sd,1,2022-02-02
