lang,n,date
en,538430,2020-05-09
es,161143,2020-05-09
pt,65359,2020-05-09
und,39917,2020-05-09
fr,37708,2020-05-09
in,37445,2020-05-09
it,18242,2020-05-09
hi,9585,2020-05-09
ja,9455,2020-05-09
de,9391,2020-05-09
tr,8250,2020-05-09
tl,7520,2020-05-09
ca,7438,2020-05-09
nl,4292,2020-05-09
ar,2715,2020-05-09
ru,2179,2020-05-09
ro,1344,2020-05-09
pl,1215,2020-05-09
et,1145,2020-05-09
ta,1140,2020-05-09
el,955,2020-05-09
th,931,2020-05-09
ur,927,2020-05-09
mr,826,2020-05-09
sv,764,2020-05-09
zh,583,2020-05-09
bn,568,2020-05-09
fi,519,2020-05-09
lt,489,2020-05-09
da,458,2020-05-09
cs,443,2020-05-09
ht,423,2020-05-09
ml,389,2020-05-09
gu,374,2020-05-09
te,339,2020-05-09
uk,338,2020-05-09
kn,330,2020-05-09
lv,282,2020-05-09
vi,242,2020-05-09
sl,223,2020-05-09
fa,213,2020-05-09
no,205,2020-05-09
or,197,2020-05-09
ko,185,2020-05-09
eu,175,2020-05-09
cy,135,2020-05-09
ne,111,2020-05-09
pa,107,2020-05-09
hu,98,2020-05-09
bg,70,2020-05-09
iw,69,2020-05-09
si,52,2020-05-09
ps,42,2020-05-09
sr,31,2020-05-09
is,28,2020-05-09
my,26,2020-05-09
sd,22,2020-05-09
am,21,2020-05-09
dv,9,2020-05-09
hy,6,2020-05-09
ka,4,2020-05-09
ckb,3,2020-05-09
bo,2,2020-05-09
km,1,2020-05-09
lo,1,2020-05-09
