lang,n,date
en,293652,2020-08-29
es,83092,2020-08-29
pt,21833,2020-08-29
fr,15519,2020-08-29
und,14168,2020-08-29
in,13615,2020-08-29
it,10567,2020-08-29
tr,6622,2020-08-29
tl,4334,2020-08-29
ca,3880,2020-08-29
de,3720,2020-08-29
ja,3586,2020-08-29
hi,2968,2020-08-29
nl,1668,2020-08-29
ru,1252,2020-08-29
pl,1007,2020-08-29
et,746,2020-08-29
ar,703,2020-08-29
ro,567,2020-08-29
el,527,2020-08-29
ta,506,2020-08-29
sv,418,2020-08-29
cs,319,2020-08-29
mr,278,2020-08-29
zh,224,2020-08-29
lt,214,2020-08-29
ml,203,2020-08-29
th,193,2020-08-29
uk,179,2020-08-29
kn,175,2020-08-29
bn,173,2020-08-29
da,172,2020-08-29
te,167,2020-08-29
lv,155,2020-08-29
fi,141,2020-08-29
gu,131,2020-08-29
ht,124,2020-08-29
ko,120,2020-08-29
vi,118,2020-08-29
hu,94,2020-08-29
or,93,2020-08-29
sl,92,2020-08-29
ur,91,2020-08-29
ne,84,2020-08-29
cy,78,2020-08-29
no,73,2020-08-29
eu,52,2020-08-29
fa,52,2020-08-29
bg,51,2020-08-29
pa,46,2020-08-29
is,39,2020-08-29
iw,25,2020-08-29
my,17,2020-08-29
si,16,2020-08-29
sr,11,2020-08-29
hy,7,2020-08-29
am,5,2020-08-29
lo,4,2020-08-29
ps,4,2020-08-29
km,3,2020-08-29
ckb,2,2020-08-29
dv,2,2020-08-29
ka,1,2020-08-29
sd,1,2020-08-29
