lang,n,date
en,502166,2021-01-02
es,73463,2021-01-02
pt,28790,2021-01-02
fr,22561,2021-01-02
und,19610,2021-01-02
it,15364,2021-01-02
in,13842,2021-01-02
de,12036,2021-01-02
tr,5643,2021-01-02
nl,5211,2021-01-02
ja,4286,2021-01-02
tl,4001,2021-01-02
ca,3387,2021-01-02
el,3360,2021-01-02
pl,2770,2021-01-02
hi,2334,2021-01-02
ru,1723,2021-01-02
th,1325,2021-01-02
sv,1022,2021-01-02
cs,738,2021-01-02
ro,738,2021-01-02
et,721,2021-01-02
ar,714,2021-01-02
da,472,2021-01-02
zh,350,2021-01-02
fi,342,2021-01-02
ta,300,2021-01-02
ht,277,2021-01-02
uk,238,2021-01-02
lv,233,2021-01-02
mr,216,2021-01-02
sl,209,2021-01-02
ml,174,2021-01-02
lt,172,2021-01-02
no,164,2021-01-02
ur,145,2021-01-02
ko,142,2021-01-02
gu,140,2021-01-02
kn,137,2021-01-02
hu,117,2021-01-02
bn,114,2021-01-02
cy,109,2021-01-02
te,99,2021-01-02
vi,81,2021-01-02
fa,77,2021-01-02
bg,63,2021-01-02
iw,61,2021-01-02
or,55,2021-01-02
eu,43,2021-01-02
si,36,2021-01-02
is,27,2021-01-02
pa,20,2021-01-02
ne,16,2021-01-02
sr,12,2021-01-02
my,11,2021-01-02
am,6,2021-01-02
hy,3,2021-01-02
ps,3,2021-01-02
ckb,2,2021-01-02
km,2,2021-01-02
dv,1,2021-01-02
ka,1,2021-01-02
lo,1,2021-01-02
