lang,n,date
en,322529,2021-11-30
es,49621,2021-11-30
fr,19961,2021-11-30
pt,18311,2021-11-30
de,17063,2021-11-30
und,13228,2021-11-30
it,9607,2021-11-30
in,8410,2021-11-30
nl,6715,2021-11-30
pl,3932,2021-11-30
ja,3705,2021-11-30
tr,3249,2021-11-30
tl,2273,2021-11-30
ca,2225,2021-11-30
ru,1830,2021-11-30
el,1532,2021-11-30
hi,1496,2021-11-30
cs,1383,2021-11-30
sv,650,2021-11-30
et,582,2021-11-30
ar,503,2021-11-30
zh,476,2021-11-30
th,472,2021-11-30
ro,433,2021-11-30
lv,428,2021-11-30
fi,395,2021-11-30
da,327,2021-11-30
ta,315,2021-11-30
uk,251,2021-11-30
bn,235,2021-11-30
no,223,2021-11-30
mr,198,2021-11-30
vi,192,2021-11-30
kn,188,2021-11-30
ht,161,2021-11-30
gu,149,2021-11-30
hu,139,2021-11-30
sl,133,2021-11-30
ml,132,2021-11-30
ur,128,2021-11-30
eu,110,2021-11-30
cy,105,2021-11-30
te,100,2021-11-30
ko,77,2021-11-30
lt,64,2021-11-30
or,62,2021-11-30
is,59,2021-11-30
fa,54,2021-11-30
iw,48,2021-11-30
bg,42,2021-11-30
pa,23,2021-11-30
si,21,2021-11-30
ne,16,2021-11-30
sr,12,2021-11-30
my,11,2021-11-30
hy,10,2021-11-30
lo,6,2021-11-30
sd,5,2021-11-30
am,3,2021-11-30
ka,3,2021-11-30
ckb,2,2021-11-30
km,2,2021-11-30
bo,1,2021-11-30
