lang,n,date
en,637237,2020-10-08
es,90483,2020-10-08
fr,28214,2020-10-08
und,23904,2020-10-08
in,23134,2020-10-08
pt,20589,2020-10-08
it,16153,2020-10-08
de,7151,2020-10-08
tr,5173,2020-10-08
pl,5004,2020-10-08
ca,4714,2020-10-08
nl,4024,2020-10-08
tl,3803,2020-10-08
ja,3254,2020-10-08
ru,2916,2020-10-08
hi,2101,2020-10-08
cs,1734,2020-10-08
ro,1273,2020-10-08
el,745,2020-10-08
sv,625,2020-10-08
et,576,2020-10-08
ar,552,2020-10-08
uk,505,2020-10-08
lt,442,2020-10-08
ta,414,2020-10-08
lv,390,2020-10-08
zh,350,2020-10-08
fi,326,2020-10-08
sl,298,2020-10-08
da,289,2020-10-08
th,227,2020-10-08
ur,189,2020-10-08
ml,166,2020-10-08
mr,159,2020-10-08
no,153,2020-10-08
cy,152,2020-10-08
gu,152,2020-10-08
iw,152,2020-10-08
kn,149,2020-10-08
ht,140,2020-10-08
hu,139,2020-10-08
bn,121,2020-10-08
te,118,2020-10-08
vi,118,2020-10-08
eu,108,2020-10-08
is,96,2020-10-08
ko,96,2020-10-08
or,86,2020-10-08
fa,85,2020-10-08
bg,74,2020-10-08
ne,54,2020-10-08
si,49,2020-10-08
sr,31,2020-10-08
pa,27,2020-10-08
my,23,2020-10-08
hy,14,2020-10-08
ps,7,2020-10-08
km,5,2020-10-08
lo,5,2020-10-08
bo,2,2020-10-08
ckb,2,2020-10-08
dv,2,2020-10-08
am,1,2020-10-08
ka,1,2020-10-08
