lang,n,date
en,429902,2020-12-27
es,84179,2020-12-27
pt,34436,2020-12-27
fr,21944,2020-12-27
und,19083,2020-12-27
it,14282,2020-12-27
in,14046,2020-12-27
de,9790,2020-12-27
tr,7716,2020-12-27
tl,6649,2020-12-27
ja,4476,2020-12-27
nl,4444,2020-12-27
pl,3532,2020-12-27
ca,3289,2020-12-27
ru,2109,2020-12-27
hi,1471,2020-12-27
sv,1239,2020-12-27
el,1221,2020-12-27
th,909,2020-12-27
cs,868,2020-12-27
ro,825,2020-12-27
ar,721,2020-12-27
et,666,2020-12-27
da,471,2020-12-27
zh,391,2020-12-27
uk,332,2020-12-27
lv,305,2020-12-27
ht,263,2020-12-27
sl,253,2020-12-27
ta,244,2020-12-27
fi,239,2020-12-27
no,201,2020-12-27
ko,160,2020-12-27
mr,159,2020-12-27
lt,143,2020-12-27
ml,129,2020-12-27
ur,126,2020-12-27
hu,123,2020-12-27
vi,120,2020-12-27
fa,104,2020-12-27
bg,103,2020-12-27
gu,100,2020-12-27
bn,89,2020-12-27
cy,80,2020-12-27
te,61,2020-12-27
iw,57,2020-12-27
kn,57,2020-12-27
eu,56,2020-12-27
or,43,2020-12-27
is,36,2020-12-27
si,33,2020-12-27
ne,29,2020-12-27
sr,17,2020-12-27
my,14,2020-12-27
pa,10,2020-12-27
ps,9,2020-12-27
am,6,2020-12-27
hy,4,2020-12-27
km,2,2020-12-27
bo,1,2020-12-27
ckb,1,2020-12-27
lo,1,2020-12-27
