lang,n,date
en,351389,2021-05-25
es,71444,2021-05-25
pt,52746,2021-05-25
in,22118,2021-05-25
fr,17262,2021-05-25
und,15714,2021-05-25
it,7443,2021-05-25
hi,6777,2021-05-25
de,5791,2021-05-25
tl,4981,2021-05-25
ja,4924,2021-05-25
nl,3429,2021-05-25
tr,3257,2021-05-25
et,1700,2021-05-25
pl,1651,2021-05-25
ca,1546,2021-05-25
ru,1499,2021-05-25
ta,1100,2021-05-25
th,864,2021-05-25
el,841,2021-05-25
sv,771,2021-05-25
ar,760,2021-05-25
ro,683,2021-05-25
mr,665,2021-05-25
cs,601,2021-05-25
zh,595,2021-05-25
ht,527,2021-05-25
kn,446,2021-05-25
bn,345,2021-05-25
te,328,2021-05-25
ml,309,2021-05-25
ur,308,2021-05-25
fi,296,2021-05-25
vi,257,2021-05-25
da,248,2021-05-25
lv,247,2021-05-25
uk,223,2021-05-25
gu,215,2021-05-25
no,172,2021-05-25
or,165,2021-05-25
ne,149,2021-05-25
sl,135,2021-05-25
hu,121,2021-05-25
pa,100,2021-05-25
eu,96,2021-05-25
cy,93,2021-05-25
ko,91,2021-05-25
si,62,2021-05-25
lt,59,2021-05-25
fa,55,2021-05-25
is,49,2021-05-25
bg,41,2021-05-25
iw,37,2021-05-25
my,12,2021-05-25
km,8,2021-05-25
lo,8,2021-05-25
sr,7,2021-05-25
hy,6,2021-05-25
ps,3,2021-05-25
am,2,2021-05-25
bo,2,2021-05-25
dv,2,2021-05-25
ka,2,2021-05-25
sd,2,2021-05-25
ckb,1,2021-05-25
