lang,n,date
en,329005,2021-09-28
es,40858,2021-09-28
pt,21653,2021-09-28
fr,13310,2021-09-28
und,12827,2021-09-28
in,10917,2021-09-28
it,6653,2021-09-28
tl,4676,2021-09-28
de,4651,2021-09-28
ja,4307,2021-09-28
tr,3648,2021-09-28
nl,3011,2021-09-28
ru,1496,2021-09-28
ca,1321,2021-09-28
pl,1303,2021-09-28
el,836,2021-09-28
hi,818,2021-09-28
ro,740,2021-09-28
sv,617,2021-09-28
zh,612,2021-09-28
ar,605,2021-09-28
th,456,2021-09-28
et,429,2021-09-28
cs,351,2021-09-28
lv,345,2021-09-28
ta,294,2021-09-28
fi,282,2021-09-28
sl,249,2021-09-28
uk,246,2021-09-28
vi,224,2021-09-28
da,178,2021-09-28
ht,116,2021-09-28
hu,107,2021-09-28
ml,97,2021-09-28
bn,94,2021-09-28
ur,87,2021-09-28
mr,81,2021-09-28
no,77,2021-09-28
ko,76,2021-09-28
gu,74,2021-09-28
iw,71,2021-09-28
bg,65,2021-09-28
kn,65,2021-09-28
cy,64,2021-09-28
te,51,2021-09-28
fa,49,2021-09-28
lt,47,2021-09-28
is,44,2021-09-28
or,42,2021-09-28
si,41,2021-09-28
eu,33,2021-09-28
sr,24,2021-09-28
pa,17,2021-09-28
ne,13,2021-09-28
km,9,2021-09-28
my,9,2021-09-28
ka,7,2021-09-28
hy,6,2021-09-28
lo,4,2021-09-28
am,1,2021-09-28
ps,1,2021-09-28
