lang,n,date
en,296602,2021-10-05
es,36990,2021-10-05
pt,16964,2021-10-05
und,11240,2021-10-05
fr,10948,2021-10-05
in,9782,2021-10-05
de,5395,2021-10-05
it,5300,2021-10-05
tl,3894,2021-10-05
ja,3718,2021-10-05
tr,3326,2021-10-05
nl,2783,2021-10-05
pl,1603,2021-10-05
ru,1592,2021-10-05
ca,1362,2021-10-05
hi,977,2021-10-05
el,930,2021-10-05
ro,630,2021-10-05
ar,617,2021-10-05
th,542,2021-10-05
lv,505,2021-10-05
et,382,2021-10-05
zh,379,2021-10-05
cs,339,2021-10-05
sv,316,2021-10-05
uk,309,2021-10-05
vi,287,2021-10-05
sl,272,2021-10-05
fi,246,2021-10-05
ta,187,2021-10-05
mr,132,2021-10-05
ht,119,2021-10-05
da,117,2021-10-05
gu,108,2021-10-05
hu,101,2021-10-05
ko,99,2021-10-05
no,92,2021-10-05
cy,84,2021-10-05
bn,78,2021-10-05
ur,75,2021-10-05
ml,71,2021-10-05
te,59,2021-10-05
lt,52,2021-10-05
kn,49,2021-10-05
or,47,2021-10-05
iw,43,2021-10-05
eu,41,2021-10-05
fa,40,2021-10-05
bg,36,2021-10-05
is,31,2021-10-05
si,28,2021-10-05
pa,18,2021-10-05
sr,14,2021-10-05
ne,10,2021-10-05
my,8,2021-10-05
hy,4,2021-10-05
lo,4,2021-10-05
km,3,2021-10-05
sd,2,2021-10-05
am,1,2021-10-05
bo,1,2021-10-05
ka,1,2021-10-05
ps,1,2021-10-05
