lang,n,date
en,266488,2021-11-05
es,38027,2021-11-05
fr,15175,2021-11-05
pt,13894,2021-11-05
de,11503,2021-11-05
und,11326,2021-11-05
it,10519,2021-11-05
in,8336,2021-11-05
nl,6217,2021-11-05
ja,3348,2021-11-05
pl,3163,2021-11-05
tl,2728,2021-11-05
tr,2491,2021-11-05
ru,2106,2021-11-05
el,1613,2021-11-05
cs,1276,2021-11-05
ca,1228,2021-11-05
hi,823,2021-11-05
ro,657,2021-11-05
lv,566,2021-11-05
sv,554,2021-11-05
uk,483,2021-11-05
sl,440,2021-11-05
et,402,2021-11-05
ar,394,2021-11-05
th,367,2021-11-05
zh,365,2021-11-05
da,360,2021-11-05
fi,250,2021-11-05
vi,161,2021-11-05
ta,150,2021-11-05
no,139,2021-11-05
ht,114,2021-11-05
ml,110,2021-11-05
is,103,2021-11-05
ur,91,2021-11-05
ko,84,2021-11-05
bg,83,2021-11-05
cy,75,2021-11-05
hu,72,2021-11-05
bn,67,2021-11-05
mr,60,2021-11-05
kn,54,2021-11-05
or,50,2021-11-05
iw,48,2021-11-05
te,47,2021-11-05
eu,41,2021-11-05
fa,41,2021-11-05
gu,35,2021-11-05
lt,31,2021-11-05
si,19,2021-11-05
sr,14,2021-11-05
hy,12,2021-11-05
lo,9,2021-11-05
pa,9,2021-11-05
my,7,2021-11-05
ne,7,2021-11-05
ckb,4,2021-11-05
am,2,2021-11-05
ka,2,2021-11-05
km,2,2021-11-05
bo,1,2021-11-05
