lang,n,date
en,383703,2021-09-08
es,48892,2021-09-08
pt,17645,2021-09-08
in,16139,2021-09-08
fr,15132,2021-09-08
und,13673,2021-09-08
it,8989,2021-09-08
de,6604,2021-09-08
tr,6283,2021-09-08
tl,6097,2021-09-08
ja,5018,2021-09-08
nl,3339,2021-09-08
pl,1490,2021-09-08
ca,1432,2021-09-08
ru,1316,2021-09-08
hi,1113,2021-09-08
cs,1002,2021-09-08
sv,935,2021-09-08
el,864,2021-09-08
et,592,2021-09-08
th,585,2021-09-08
ro,495,2021-09-08
zh,469,2021-09-08
ar,424,2021-09-08
lv,340,2021-09-08
ta,305,2021-09-08
sl,298,2021-09-08
uk,273,2021-09-08
fi,246,2021-09-08
vi,223,2021-09-08
da,177,2021-09-08
ht,145,2021-09-08
gu,144,2021-09-08
ml,140,2021-09-08
no,113,2021-09-08
mr,108,2021-09-08
hu,107,2021-09-08
bn,94,2021-09-08
te,87,2021-09-08
ur,87,2021-09-08
fa,85,2021-09-08
iw,83,2021-09-08
bg,80,2021-09-08
ko,78,2021-09-08
cy,68,2021-09-08
lt,66,2021-09-08
or,53,2021-09-08
kn,51,2021-09-08
eu,42,2021-09-08
is,38,2021-09-08
si,37,2021-09-08
pa,17,2021-09-08
ne,14,2021-09-08
my,11,2021-09-08
sr,11,2021-09-08
hy,7,2021-09-08
am,3,2021-09-08
km,3,2021-09-08
lo,3,2021-09-08
ps,2,2021-09-08
ka,1,2021-09-08
