lang,n,date
en,372514,2020-06-20
es,125653,2020-06-20
pt,35940,2020-06-20
und,18729,2020-06-20
fr,13776,2020-06-20
in,12843,2020-06-20
it,7158,2020-06-20
tr,6458,2020-06-20
tl,5222,2020-06-20
ja,4580,2020-06-20
de,3678,2020-06-20
ca,3216,2020-06-20
hi,2811,2020-06-20
nl,1950,2020-06-20
ru,1705,2020-06-20
ar,1646,2020-06-20
ta,839,2020-06-20
ro,771,2020-06-20
et,743,2020-06-20
ur,731,2020-06-20
pl,679,2020-06-20
sv,511,2020-06-20
el,428,2020-06-20
th,392,2020-06-20
lt,378,2020-06-20
mr,353,2020-06-20
uk,285,2020-06-20
da,273,2020-06-20
ml,272,2020-06-20
zh,262,2020-06-20
te,224,2020-06-20
cs,218,2020-06-20
bn,201,2020-06-20
kn,188,2020-06-20
ht,176,2020-06-20
lv,163,2020-06-20
gu,161,2020-06-20
fi,157,2020-06-20
fa,156,2020-06-20
vi,113,2020-06-20
cy,106,2020-06-20
ko,103,2020-06-20
sl,84,2020-06-20
or,82,2020-06-20
hu,76,2020-06-20
ne,76,2020-06-20
no,66,2020-06-20
pa,66,2020-06-20
eu,56,2020-06-20
iw,44,2020-06-20
bg,37,2020-06-20
is,24,2020-06-20
hy,17,2020-06-20
sr,16,2020-06-20
si,13,2020-06-20
my,11,2020-06-20
ps,10,2020-06-20
ckb,7,2020-06-20
sd,6,2020-06-20
am,4,2020-06-20
ka,4,2020-06-20
dv,3,2020-06-20
km,2,2020-06-20
lo,1,2020-06-20
