lang,n,date
en,93787,2020-02-21
it,25833,2020-02-21
es,21910,2020-02-21
und,6857,2020-02-21
ja,6473,2020-02-21
fr,5983,2020-02-21
pt,3743,2020-02-21
tr,2624,2020-02-21
in,1907,2020-02-21
de,1845,2020-02-21
ca,1277,2020-02-21
nl,1011,2020-02-21
zh,884,2020-02-21
tl,723,2020-02-21
th,714,2020-02-21
ar,628,2020-02-21
lt,500,2020-02-21
ro,460,2020-02-21
ru,454,2020-02-21
pl,427,2020-02-21
fa,425,2020-02-21
hi,256,2020-02-21
vi,248,2020-02-21
ko,199,2020-02-21
sv,193,2020-02-21
el,179,2020-02-21
da,148,2020-02-21
et,115,2020-02-21
cs,105,2020-02-21
fi,103,2020-02-21
sl,90,2020-02-21
ta,87,2020-02-21
ht,62,2020-02-21
ur,51,2020-02-21
uk,40,2020-02-21
no,34,2020-02-21
cy,31,2020-02-21
iw,30,2020-02-21
eu,24,2020-02-21
lv,24,2020-02-21
bn,22,2020-02-21
ml,22,2020-02-21
mr,21,2020-02-21
gu,17,2020-02-21
hu,12,2020-02-21
km,12,2020-02-21
kn,12,2020-02-21
te,12,2020-02-21
ne,11,2020-02-21
or,9,2020-02-21
si,7,2020-02-21
my,6,2020-02-21
ps,5,2020-02-21
is,4,2020-02-21
am,3,2020-02-21
ckb,3,2020-02-21
pa,3,2020-02-21
sr,3,2020-02-21
bo,2,2020-02-21
ka,2,2020-02-21
bg,1,2020-02-21
lo,1,2020-02-21
