lang,n,date
en,302530,2021-12-25
es,50409,2021-12-25
fr,20425,2021-12-25
pt,19717,2021-12-25
in,15918,2021-12-25
it,8799,2021-12-25
und,8526,2021-12-25
tl,5625,2021-12-25
nl,4885,2021-12-25
de,4548,2021-12-25
tr,3916,2021-12-25
ja,2793,2021-12-25
et,1892,2021-12-25
pl,1818,2021-12-25
hi,1687,2021-12-25
ca,1646,2021-12-25
ru,926,2021-12-25
vi,917,2021-12-25
sv,705,2021-12-25
el,595,2021-12-25
cs,518,2021-12-25
th,472,2021-12-25
ar,444,2021-12-25
ro,366,2021-12-25
zh,302,2021-12-25
fi,268,2021-12-25
ta,259,2021-12-25
ko,232,2021-12-25
mr,228,2021-12-25
da,226,2021-12-25
ht,207,2021-12-25
gu,155,2021-12-25
uk,136,2021-12-25
bn,125,2021-12-25
lv,116,2021-12-25
no,113,2021-12-25
hu,106,2021-12-25
ml,97,2021-12-25
sl,97,2021-12-25
kn,89,2021-12-25
te,85,2021-12-25
fa,79,2021-12-25
cy,68,2021-12-25
is,66,2021-12-25
iw,65,2021-12-25
ur,57,2021-12-25
or,45,2021-12-25
lt,36,2021-12-25
eu,34,2021-12-25
bg,31,2021-12-25
pa,17,2021-12-25
sr,14,2021-12-25
ne,11,2021-12-25
my,8,2021-12-25
si,8,2021-12-25
am,5,2021-12-25
hy,3,2021-12-25
ps,3,2021-12-25
ckb,2,2021-12-25
km,2,2021-12-25
sd,2,2021-12-25
ka,1,2021-12-25
lo,1,2021-12-25
