lang,n,date
en,463605,2021-03-12
es,76255,2021-03-12
pt,74184,2021-03-12
fr,24747,2021-03-12
it,19155,2021-03-12
und,17294,2021-03-12
in,10680,2021-03-12
de,9762,2021-03-12
tl,6629,2021-03-12
tr,4255,2021-03-12
ja,3772,2021-03-12
nl,3513,2021-03-12
ca,3070,2021-03-12
pl,2763,2021-03-12
el,2124,2021-03-12
hi,1717,2021-03-12
ru,1575,2021-03-12
cs,1082,2021-03-12
et,984,2021-03-12
ro,983,2021-03-12
sv,894,2021-03-12
ar,637,2021-03-12
lv,507,2021-03-12
mr,449,2021-03-12
da,415,2021-03-12
uk,378,2021-03-12
fi,374,2021-03-12
ht,300,2021-03-12
th,299,2021-03-12
zh,293,2021-03-12
no,203,2021-03-12
sl,189,2021-03-12
hu,188,2021-03-12
ur,173,2021-03-12
cy,165,2021-03-12
vi,159,2021-03-12
ta,142,2021-03-12
gu,131,2021-03-12
kn,123,2021-03-12
ko,96,2021-03-12
te,96,2021-03-12
eu,92,2021-03-12
ml,88,2021-03-12
bg,86,2021-03-12
lt,76,2021-03-12
bn,71,2021-03-12
fa,56,2021-03-12
or,54,2021-03-12
is,50,2021-03-12
iw,45,2021-03-12
pa,45,2021-03-12
sr,40,2021-03-12
my,18,2021-03-12
si,18,2021-03-12
ne,12,2021-03-12
km,8,2021-03-12
am,5,2021-03-12
hy,4,2021-03-12
ka,3,2021-03-12
lo,3,2021-03-12
bo,1,2021-03-12
ckb,1,2021-03-12
dv,1,2021-03-12
