lang,n,date
en,308996,2021-06-10
es,70378,2021-06-10
pt,39257,2021-06-10
in,21068,2021-06-10
fr,13807,2021-06-10
und,12660,2021-06-10
it,8770,2021-06-10
ja,5271,2021-06-10
de,4796,2021-06-10
tl,4020,2021-06-10
tr,3875,2021-06-10
hi,3238,2021-06-10
nl,2600,2021-06-10
ca,1741,2021-06-10
pl,1708,2021-06-10
ru,1512,2021-06-10
ta,879,2021-06-10
ar,785,2021-06-10
et,766,2021-06-10
th,730,2021-06-10
sv,615,2021-06-10
zh,576,2021-06-10
cs,566,2021-06-10
el,550,2021-06-10
ro,466,2021-06-10
kn,341,2021-06-10
mr,329,2021-06-10
bn,308,2021-06-10
ml,288,2021-06-10
lv,287,2021-06-10
ht,282,2021-06-10
da,273,2021-06-10
vi,234,2021-06-10
uk,228,2021-06-10
te,211,2021-06-10
fi,194,2021-06-10
ko,163,2021-06-10
or,155,2021-06-10
ur,152,2021-06-10
no,148,2021-06-10
gu,141,2021-06-10
sl,114,2021-06-10
cy,97,2021-06-10
hu,92,2021-06-10
ne,92,2021-06-10
fa,76,2021-06-10
eu,66,2021-06-10
lt,49,2021-06-10
si,47,2021-06-10
pa,45,2021-06-10
is,41,2021-06-10
bg,31,2021-06-10
iw,19,2021-06-10
ps,11,2021-06-10
km,10,2021-06-10
my,9,2021-06-10
sr,8,2021-06-10
hy,3,2021-06-10
ka,3,2021-06-10
lo,3,2021-06-10
bo,2,2021-06-10
ckb,2,2021-06-10
dv,2,2021-06-10
am,1,2021-06-10
