lang,n,date
en,412751,2021-03-16
pt,97527,2021-03-16
es,84090,2021-03-16
fr,30137,2021-03-16
und,19082,2021-03-16
it,18081,2021-03-16
de,13383,2021-03-16
in,12482,2021-03-16
tl,8837,2021-03-16
tr,5426,2021-03-16
nl,4765,2021-03-16
ja,4331,2021-03-16
ca,3230,2021-03-16
pl,3123,2021-03-16
el,2226,2021-03-16
hi,2218,2021-03-16
ru,1825,2021-03-16
cs,1130,2021-03-16
sv,1109,2021-03-16
ro,1011,2021-03-16
et,806,2021-03-16
ar,639,2021-03-16
lv,494,2021-03-16
ta,445,2021-03-16
fi,404,2021-03-16
uk,398,2021-03-16
mr,373,2021-03-16
da,366,2021-03-16
th,354,2021-03-16
ht,351,2021-03-16
ur,276,2021-03-16
zh,264,2021-03-16
no,256,2021-03-16
gu,241,2021-03-16
sl,184,2021-03-16
cy,164,2021-03-16
hu,158,2021-03-16
vi,148,2021-03-16
kn,129,2021-03-16
lt,103,2021-03-16
ml,102,2021-03-16
ko,101,2021-03-16
bg,100,2021-03-16
bn,94,2021-03-16
te,89,2021-03-16
eu,86,2021-03-16
or,85,2021-03-16
fa,69,2021-03-16
pa,63,2021-03-16
sr,55,2021-03-16
is,39,2021-03-16
iw,37,2021-03-16
si,15,2021-03-16
hy,9,2021-03-16
ne,9,2021-03-16
my,6,2021-03-16
ka,5,2021-03-16
km,5,2021-03-16
ckb,4,2021-03-16
ps,4,2021-03-16
am,3,2021-03-16
dv,3,2021-03-16
sd,1,2021-03-16
