lang,n,date
en,375788,2020-08-25
es,116809,2020-08-25
pt,32235,2020-08-25
fr,20811,2020-08-25
it,19162,2020-08-25
und,17911,2020-08-25
in,14260,2020-08-25
tr,7505,2020-08-25
tl,5517,2020-08-25
ca,5038,2020-08-25
ja,5029,2020-08-25
de,4621,2020-08-25
hi,2776,2020-08-25
nl,2694,2020-08-25
ru,1914,2020-08-25
pl,1382,2020-08-25
et,968,2020-08-25
el,843,2020-08-25
ro,791,2020-08-25
ar,731,2020-08-25
sv,541,2020-08-25
ta,482,2020-08-25
cs,382,2020-08-25
zh,303,2020-08-25
mr,291,2020-08-25
th,281,2020-08-25
uk,271,2020-08-25
fi,251,2020-08-25
da,247,2020-08-25
ml,245,2020-08-25
kn,235,2020-08-25
lt,227,2020-08-25
lv,209,2020-08-25
ko,180,2020-08-25
ur,164,2020-08-25
vi,164,2020-08-25
sl,153,2020-08-25
ht,150,2020-08-25
bn,146,2020-08-25
te,142,2020-08-25
gu,135,2020-08-25
cy,124,2020-08-25
ne,118,2020-08-25
or,102,2020-08-25
eu,93,2020-08-25
hu,93,2020-08-25
no,93,2020-08-25
fa,82,2020-08-25
bg,77,2020-08-25
pa,64,2020-08-25
iw,52,2020-08-25
is,39,2020-08-25
my,29,2020-08-25
sr,14,2020-08-25
si,8,2020-08-25
am,7,2020-08-25
hy,7,2020-08-25
ka,7,2020-08-25
ckb,3,2020-08-25
km,3,2020-08-25
ps,3,2020-08-25
dv,2,2020-08-25
bo,1,2020-08-25
