lang,n,date
en,335657,2021-07-06
es,68194,2021-07-06
in,49709,2021-07-06
pt,26777,2021-07-06
fr,18233,2021-07-06
und,13274,2021-07-06
it,7607,2021-07-06
de,5621,2021-07-06
ja,5037,2021-07-06
tr,5019,2021-07-06
nl,4588,2021-07-06
tl,3643,2021-07-06
ca,2468,2021-07-06
hi,2117,2021-07-06
ru,2099,2021-07-06
pl,1886,2021-07-06
ar,1547,2021-07-06
el,1300,2021-07-06
th,829,2021-07-06
et,580,2021-07-06
ro,516,2021-07-06
lv,498,2021-07-06
zh,484,2021-07-06
cs,465,2021-07-06
ta,419,2021-07-06
sv,370,2021-07-06
bn,322,2021-07-06
ko,301,2021-07-06
vi,290,2021-07-06
fi,275,2021-07-06
ht,275,2021-07-06
mr,262,2021-07-06
da,220,2021-07-06
uk,212,2021-07-06
ml,197,2021-07-06
sl,189,2021-07-06
no,159,2021-07-06
kn,137,2021-07-06
ur,134,2021-07-06
or,125,2021-07-06
hu,114,2021-07-06
te,112,2021-07-06
gu,108,2021-07-06
cy,84,2021-07-06
fa,65,2021-07-06
ne,54,2021-07-06
lt,51,2021-07-06
my,43,2021-07-06
bg,41,2021-07-06
eu,41,2021-07-06
iw,40,2021-07-06
pa,40,2021-07-06
si,33,2021-07-06
is,29,2021-07-06
hy,9,2021-07-06
sr,9,2021-07-06
km,5,2021-07-06
dv,4,2021-07-06
lo,4,2021-07-06
bo,2,2021-07-06
ka,2,2021-07-06
am,1,2021-07-06
ckb,1,2021-07-06
ps,1,2021-07-06
