lang,n,date
en,265468,2021-10-08
es,35189,2021-10-08
pt,20052,2021-10-08
fr,10629,2021-10-08
und,10346,2021-10-08
in,8957,2021-10-08
it,6150,2021-10-08
de,4883,2021-10-08
tl,4357,2021-10-08
ja,3169,2021-10-08
tr,2820,2021-10-08
nl,2467,2021-10-08
ru,1525,2021-10-08
pl,1326,2021-10-08
ca,1146,2021-10-08
hi,816,2021-10-08
ro,727,2021-10-08
sv,641,2021-10-08
el,623,2021-10-08
lv,593,2021-10-08
ar,452,2021-10-08
th,451,2021-10-08
zh,377,2021-10-08
cs,369,2021-10-08
et,365,2021-10-08
fi,347,2021-10-08
uk,236,2021-10-08
ta,224,2021-10-08
vi,192,2021-10-08
sl,172,2021-10-08
da,136,2021-10-08
mr,119,2021-10-08
hu,114,2021-10-08
ml,109,2021-10-08
ht,102,2021-10-08
cy,86,2021-10-08
no,86,2021-10-08
bn,77,2021-10-08
gu,76,2021-10-08
ko,66,2021-10-08
ur,58,2021-10-08
eu,52,2021-10-08
te,52,2021-10-08
fa,47,2021-10-08
kn,47,2021-10-08
bg,43,2021-10-08
lt,37,2021-10-08
iw,36,2021-10-08
or,32,2021-10-08
is,22,2021-10-08
si,20,2021-10-08
ne,16,2021-10-08
my,13,2021-10-08
sr,11,2021-10-08
pa,10,2021-10-08
lo,5,2021-10-08
hy,3,2021-10-08
km,3,2021-10-08
ka,2,2021-10-08
am,1,2021-10-08
bo,1,2021-10-08
