lang,n,date
en,555746,2020-11-03
es,88218,2020-11-03
fr,34960,2020-11-03
it,22614,2020-11-03
pt,21751,2020-11-03
und,18445,2020-11-03
in,14478,2020-11-03
de,10357,2020-11-03
nl,6872,2020-11-03
tr,6390,2020-11-03
tl,6300,2020-11-03
ca,4702,2020-11-03
pl,4073,2020-11-03
el,3793,2020-11-03
ja,2939,2020-11-03
ru,2752,2020-11-03
hi,1503,2020-11-03
ro,1025,2020-11-03
cs,929,2020-11-03
ar,925,2020-11-03
sv,875,2020-11-03
et,649,2020-11-03
lv,496,2020-11-03
da,458,2020-11-03
uk,400,2020-11-03
ta,336,2020-11-03
ht,263,2020-11-03
sl,240,2020-11-03
no,231,2020-11-03
th,229,2020-11-03
zh,221,2020-11-03
fi,216,2020-11-03
lt,215,2020-11-03
ur,185,2020-11-03
hu,173,2020-11-03
cy,164,2020-11-03
bg,162,2020-11-03
mr,159,2020-11-03
ml,133,2020-11-03
gu,106,2020-11-03
ko,98,2020-11-03
eu,94,2020-11-03
bn,89,2020-11-03
vi,85,2020-11-03
fa,84,2020-11-03
te,82,2020-11-03
kn,69,2020-11-03
is,64,2020-11-03
si,64,2020-11-03
or,52,2020-11-03
ne,49,2020-11-03
iw,40,2020-11-03
sr,21,2020-11-03
my,12,2020-11-03
pa,9,2020-11-03
hy,8,2020-11-03
am,4,2020-11-03
ps,4,2020-11-03
bo,2,2020-11-03
ka,2,2020-11-03
km,2,2020-11-03
ckb,1,2020-11-03
lo,1,2020-11-03
