lang,n,date
en,423273,2022-01-18
es,105010,2022-01-18
pt,100260,2022-01-18
fr,31484,2022-01-18
und,15393,2022-01-18
it,14338,2022-01-18
in,9444,2022-01-18
de,7608,2022-01-18
nl,5519,2022-01-18
tl,4757,2022-01-18
ja,4721,2022-01-18
tr,4288,2022-01-18
hi,3530,2022-01-18
pl,3223,2022-01-18
ca,3211,2022-01-18
ru,1627,2022-01-18
ar,1302,2022-01-18
et,1267,2022-01-18
sv,1217,2022-01-18
el,1025,2022-01-18
cs,1020,2022-01-18
ro,679,2022-01-18
zh,481,2022-01-18
th,438,2022-01-18
fi,433,2022-01-18
da,428,2022-01-18
ta,375,2022-01-18
lv,346,2022-01-18
ml,326,2022-01-18
bn,256,2022-01-18
te,243,2022-01-18
ht,234,2022-01-18
kn,234,2022-01-18
uk,226,2022-01-18
no,220,2022-01-18
ur,217,2022-01-18
sl,162,2022-01-18
gu,152,2022-01-18
mr,148,2022-01-18
cy,129,2022-01-18
vi,129,2022-01-18
hu,126,2022-01-18
is,112,2022-01-18
bg,108,2022-01-18
ko,89,2022-01-18
iw,85,2022-01-18
ne,85,2022-01-18
eu,78,2022-01-18
or,70,2022-01-18
lt,57,2022-01-18
fa,42,2022-01-18
pa,27,2022-01-18
si,20,2022-01-18
sr,13,2022-01-18
hy,9,2022-01-18
my,4,2022-01-18
lo,3,2022-01-18
am,2,2022-01-18
ckb,2,2022-01-18
bo,1,2022-01-18
ka,1,2022-01-18
km,1,2022-01-18
ps,1,2022-01-18
sd,1,2022-01-18
