lang,n,date
en,420193,2020-06-19
es,160073,2020-06-19
pt,44769,2020-06-19
und,20204,2020-06-19
fr,18833,2020-06-19
in,16182,2020-06-19
it,9785,2020-06-19
ja,7275,2020-06-19
tl,5421,2020-06-19
tr,4990,2020-06-19
ca,4191,2020-06-19
de,3888,2020-06-19
hi,2613,2020-06-19
nl,2543,2020-06-19
ru,2442,2020-06-19
ar,1719,2020-06-19
ta,1018,2020-06-19
ro,941,2020-06-19
pl,907,2020-06-19
et,717,2020-06-19
el,677,2020-06-19
ur,576,2020-06-19
th,512,2020-06-19
sv,448,2020-06-19
uk,436,2020-06-19
lt,425,2020-06-19
zh,333,2020-06-19
mr,331,2020-06-19
cs,315,2020-06-19
da,288,2020-06-19
ht,244,2020-06-19
ml,239,2020-06-19
kn,226,2020-06-19
lv,186,2020-06-19
te,186,2020-06-19
bn,182,2020-06-19
cy,175,2020-06-19
gu,153,2020-06-19
fi,136,2020-06-19
vi,136,2020-06-19
fa,128,2020-06-19
no,119,2020-06-19
ne,116,2020-06-19
sl,116,2020-06-19
eu,115,2020-06-19
ko,107,2020-06-19
bg,95,2020-06-19
hu,81,2020-06-19
or,58,2020-06-19
pa,53,2020-06-19
is,31,2020-06-19
iw,30,2020-06-19
sr,19,2020-06-19
hy,18,2020-06-19
my,14,2020-06-19
si,13,2020-06-19
ps,7,2020-06-19
am,5,2020-06-19
ckb,4,2020-06-19
ka,3,2020-06-19
km,3,2020-06-19
lo,3,2020-06-19
sd,1,2020-06-19
