lang,n,date
en,191610,2021-10-17
es,22968,2021-10-17
pt,10118,2021-10-17
fr,8617,2021-10-17
und,7700,2021-10-17
in,6527,2021-10-17
it,5863,2021-10-17
de,4200,2021-10-17
ja,3014,2021-10-17
tl,3010,2021-10-17
tr,2847,2021-10-17
nl,2782,2021-10-17
ru,1146,2021-10-17
pl,934,2021-10-17
ca,761,2021-10-17
hi,743,2021-10-17
ar,640,2021-10-17
ro,519,2021-10-17
cs,517,2021-10-17
lv,477,2021-10-17
sv,452,2021-10-17
el,422,2021-10-17
et,292,2021-10-17
fi,268,2021-10-17
th,256,2021-10-17
zh,237,2021-10-17
uk,160,2021-10-17
sl,136,2021-10-17
vi,114,2021-10-17
da,103,2021-10-17
ta,98,2021-10-17
mr,93,2021-10-17
ht,91,2021-10-17
bn,80,2021-10-17
ko,80,2021-10-17
hu,78,2021-10-17
no,78,2021-10-17
ml,70,2021-10-17
ur,62,2021-10-17
gu,48,2021-10-17
bg,42,2021-10-17
te,40,2021-10-17
kn,33,2021-10-17
or,31,2021-10-17
cy,29,2021-10-17
lt,29,2021-10-17
fa,25,2021-10-17
iw,23,2021-10-17
si,18,2021-10-17
is,16,2021-10-17
sr,12,2021-10-17
pa,11,2021-10-17
eu,10,2021-10-17
ne,5,2021-10-17
my,4,2021-10-17
am,3,2021-10-17
ps,3,2021-10-17
hy,2,2021-10-17
ka,1,2021-10-17
km,1,2021-10-17
lo,1,2021-10-17
