lang,n,date
en,302658,2021-10-12
es,36666,2021-10-12
pt,11733,2021-10-12
und,11661,2021-10-12
fr,11021,2021-10-12
in,9586,2021-10-12
it,7625,2021-10-12
de,5217,2021-10-12
ja,3644,2021-10-12
tl,3594,2021-10-12
tr,3241,2021-10-12
nl,2999,2021-10-12
ru,1936,2021-10-12
pl,1223,2021-10-12
ca,948,2021-10-12
hi,901,2021-10-12
el,706,2021-10-12
ro,700,2021-10-12
lv,531,2021-10-12
sv,461,2021-10-12
et,417,2021-10-12
th,404,2021-10-12
cs,386,2021-10-12
zh,364,2021-10-12
ar,358,2021-10-12
uk,289,2021-10-12
fi,252,2021-10-12
sl,220,2021-10-12
ta,191,2021-10-12
vi,162,2021-10-12
ht,129,2021-10-12
ko,123,2021-10-12
mr,117,2021-10-12
ml,115,2021-10-12
da,111,2021-10-12
hu,107,2021-10-12
gu,97,2021-10-12
bn,94,2021-10-12
no,74,2021-10-12
cy,69,2021-10-12
te,59,2021-10-12
or,54,2021-10-12
fa,53,2021-10-12
bg,48,2021-10-12
kn,48,2021-10-12
iw,43,2021-10-12
ur,41,2021-10-12
lt,29,2021-10-12
is,28,2021-10-12
eu,23,2021-10-12
si,22,2021-10-12
pa,20,2021-10-12
hy,17,2021-10-12
ne,16,2021-10-12
sr,14,2021-10-12
my,7,2021-10-12
am,6,2021-10-12
lo,4,2021-10-12
km,2,2021-10-12
bo,1,2021-10-12
ka,1,2021-10-12
ps,1,2021-10-12
