lang,n,date
en,562967,2021-07-17
es,55067,2021-07-17
in,38012,2021-07-17
fr,25832,2021-07-17
pt,19833,2021-07-17
und,15032,2021-07-17
it,10644,2021-07-17
ja,4539,2021-07-17
tr,4268,2021-07-17
tl,3966,2021-07-17
de,3908,2021-07-17
nl,2933,2021-07-17
el,2620,2021-07-17
hi,2114,2021-07-17
ca,1788,2021-07-17
pl,1631,2021-07-17
th,1562,2021-07-17
ru,1275,2021-07-17
ar,943,2021-07-17
et,637,2021-07-17
ro,484,2021-07-17
cs,433,2021-07-17
zh,414,2021-07-17
fi,391,2021-07-17
ta,361,2021-07-17
sv,358,2021-07-17
ht,344,2021-07-17
vi,312,2021-07-17
bn,261,2021-07-17
mr,245,2021-07-17
ml,241,2021-07-17
da,232,2021-07-17
lv,213,2021-07-17
uk,180,2021-07-17
sl,179,2021-07-17
ur,144,2021-07-17
kn,134,2021-07-17
ko,115,2021-07-17
gu,113,2021-07-17
hu,96,2021-07-17
te,93,2021-07-17
or,88,2021-07-17
no,86,2021-07-17
my,83,2021-07-17
cy,77,2021-07-17
fa,61,2021-07-17
lt,58,2021-07-17
iw,56,2021-07-17
ne,41,2021-07-17
is,40,2021-07-17
bg,39,2021-07-17
eu,39,2021-07-17
si,24,2021-07-17
pa,20,2021-07-17
sr,14,2021-07-17
am,7,2021-07-17
km,6,2021-07-17
lo,4,2021-07-17
hy,3,2021-07-17
bo,2,2021-07-17
ckb,1,2021-07-17
dv,1,2021-07-17
sd,1,2021-07-17
