lang,n,date
en,416098,2020-09-18
es,98343,2020-09-18
fr,26728,2020-09-18
pt,24667,2020-09-18
und,20540,2020-09-18
in,18040,2020-09-18
it,8676,2020-09-18
tr,7419,2020-09-18
tl,4278,2020-09-18
de,4225,2020-09-18
nl,3898,2020-09-18
ca,3894,2020-09-18
ja,3181,2020-09-18
hi,2133,2020-09-18
ru,1883,2020-09-18
cs,1259,2020-09-18
el,1135,2020-09-18
pl,1079,2020-09-18
ro,754,2020-09-18
et,636,2020-09-18
ar,560,2020-09-18
da,477,2020-09-18
sv,437,2020-09-18
mr,387,2020-09-18
ta,379,2020-09-18
uk,323,2020-09-18
th,296,2020-09-18
zh,291,2020-09-18
lt,246,2020-09-18
ur,235,2020-09-18
fi,202,2020-09-18
ml,200,2020-09-18
gu,188,2020-09-18
sl,181,2020-09-18
bn,180,2020-09-18
lv,180,2020-09-18
cy,179,2020-09-18
kn,171,2020-09-18
ht,151,2020-09-18
te,138,2020-09-18
no,134,2020-09-18
hu,127,2020-09-18
eu,109,2020-09-18
vi,97,2020-09-18
ko,86,2020-09-18
fa,85,2020-09-18
bg,78,2020-09-18
or,75,2020-09-18
ne,68,2020-09-18
iw,42,2020-09-18
is,37,2020-09-18
my,34,2020-09-18
pa,22,2020-09-18
sr,22,2020-09-18
am,14,2020-09-18
si,14,2020-09-18
ka,6,2020-09-18
sd,5,2020-09-18
hy,4,2020-09-18
lo,3,2020-09-18
bo,2,2020-09-18
ps,2,2020-09-18
ckb,1,2020-09-18
dv,1,2020-09-18
km,1,2020-09-18
