lang,n,date
en,125481,2020-01-26
es,26692,2020-01-26
in,15323,2020-01-26
fr,14787,2020-01-26
und,9328,2020-01-26
pt,8334,2020-01-26
de,3457,2020-01-26
tr,3115,2020-01-26
tl,3058,2020-01-26
it,3016,2020-01-26
ja,2032,2020-01-26
nl,1775,2020-01-26
ca,1605,2020-01-26
lt,1437,2020-01-26
th,1180,2020-01-26
zh,793,2020-01-26
ro,697,2020-01-26
pl,695,2020-01-26
sv,314,2020-01-26
ar,311,2020-01-26
ru,305,2020-01-26
et,299,2020-01-26
da,267,2020-01-26
fi,251,2020-01-26
cs,247,2020-01-26
ht,201,2020-01-26
hi,181,2020-01-26
ko,127,2020-01-26
fa,117,2020-01-26
ta,105,2020-01-26
el,100,2020-01-26
sl,77,2020-01-26
no,45,2020-01-26
ur,45,2020-01-26
ml,42,2020-01-26
si,42,2020-01-26
lv,41,2020-01-26
cy,35,2020-01-26
vi,30,2020-01-26
bn,28,2020-01-26
uk,26,2020-01-26
iw,25,2020-01-26
ne,24,2020-01-26
or,21,2020-01-26
eu,19,2020-01-26
hu,15,2020-01-26
kn,14,2020-01-26
gu,12,2020-01-26
te,11,2020-01-26
mr,8,2020-01-26
ps,7,2020-01-26
pa,6,2020-01-26
km,5,2020-01-26
lo,5,2020-01-26
is,4,2020-01-26
my,4,2020-01-26
bg,3,2020-01-26
ckb,2,2020-01-26
sr,2,2020-01-26
