lang,n,date
en,174965,2022-02-19
es,27477,2022-02-19
in,10665,2022-02-19
pt,10599,2022-02-19
fr,9569,2022-02-19
und,6837,2022-02-19
it,6651,2022-02-19
de,4046,2022-02-19
ja,3460,2022-02-19
tr,3298,2022-02-19
nl,1886,2022-02-19
tl,1722,2022-02-19
pl,1096,2022-02-19
hi,829,2022-02-19
ca,650,2022-02-19
ru,608,2022-02-19
sv,476,2022-02-19
ar,439,2022-02-19
el,434,2022-02-19
cs,401,2022-02-19
th,319,2022-02-19
et,308,2022-02-19
zh,294,2022-02-19
ro,225,2022-02-19
da,191,2022-02-19
fi,134,2022-02-19
lv,128,2022-02-19
sl,123,2022-02-19
vi,119,2022-02-19
no,105,2022-02-19
ta,88,2022-02-19
ht,86,2022-02-19
is,79,2022-02-19
uk,66,2022-02-19
bn,65,2022-02-19
ml,65,2022-02-19
ko,60,2022-02-19
ur,60,2022-02-19
te,48,2022-02-19
gu,42,2022-02-19
mr,42,2022-02-19
fa,41,2022-02-19
cy,32,2022-02-19
iw,29,2022-02-19
or,28,2022-02-19
bg,27,2022-02-19
lt,27,2022-02-19
hu,23,2022-02-19
kn,20,2022-02-19
eu,16,2022-02-19
si,10,2022-02-19
ne,8,2022-02-19
pa,8,2022-02-19
my,7,2022-02-19
sr,4,2022-02-19
lo,3,2022-02-19
am,2,2022-02-19
dv,1,2022-02-19
km,1,2022-02-19
ps,1,2022-02-19
