lang,n,date
en,427523,2020-06-01
es,165953,2020-06-01
pt,46706,2020-06-01
fr,20977,2020-06-01
und,20453,2020-06-01
in,20181,2020-06-01
it,13585,2020-06-01
tl,9270,2020-06-01
ja,6302,2020-06-01
tr,6142,2020-06-01
hi,4922,2020-06-01
ca,4773,2020-06-01
nl,4172,2020-06-01
de,3882,2020-06-01
ru,2690,2020-06-01
ar,1473,2020-06-01
pl,885,2020-06-01
ro,884,2020-06-01
ta,833,2020-06-01
et,760,2020-06-01
th,727,2020-06-01
sv,682,2020-06-01
el,669,2020-06-01
ur,664,2020-06-01
mr,533,2020-06-01
lt,451,2020-06-01
cs,343,2020-06-01
bn,332,2020-06-01
uk,314,2020-06-01
da,309,2020-06-01
zh,301,2020-06-01
fi,293,2020-06-01
ht,292,2020-06-01
ml,278,2020-06-01
lv,252,2020-06-01
kn,243,2020-06-01
gu,229,2020-06-01
te,220,2020-06-01
vi,179,2020-06-01
sl,168,2020-06-01
cy,161,2020-06-01
eu,150,2020-06-01
ko,150,2020-06-01
fa,142,2020-06-01
ne,125,2020-06-01
no,102,2020-06-01
or,93,2020-06-01
hu,79,2020-06-01
pa,73,2020-06-01
bg,62,2020-06-01
iw,53,2020-06-01
ps,41,2020-06-01
ckb,35,2020-06-01
sr,34,2020-06-01
si,27,2020-06-01
hy,25,2020-06-01
is,14,2020-06-01
my,13,2020-06-01
am,11,2020-06-01
sd,7,2020-06-01
dv,3,2020-06-01
ka,3,2020-06-01
km,2,2020-06-01
lo,2,2020-06-01
bo,1,2020-06-01
