lang,n,date
en,330924,2021-09-23
es,43988,2021-09-23
pt,25647,2021-09-23
in,13561,2021-09-23
und,12972,2021-09-23
fr,12654,2021-09-23
tr,8117,2021-09-23
it,7977,2021-09-23
de,5297,2021-09-23
tl,4061,2021-09-23
ja,3729,2021-09-23
nl,2913,2021-09-23
pl,1749,2021-09-23
ca,1392,2021-09-23
ru,1324,2021-09-23
el,1295,2021-09-23
hi,1184,2021-09-23
ro,675,2021-09-23
sv,674,2021-09-23
cs,512,2021-09-23
et,471,2021-09-23
th,448,2021-09-23
ar,442,2021-09-23
zh,358,2021-09-23
fi,343,2021-09-23
lv,330,2021-09-23
uk,269,2021-09-23
sl,266,2021-09-23
vi,227,2021-09-23
ta,224,2021-09-23
gu,163,2021-09-23
ml,157,2021-09-23
da,144,2021-09-23
ur,129,2021-09-23
hu,116,2021-09-23
ht,111,2021-09-23
no,107,2021-09-23
bn,105,2021-09-23
mr,105,2021-09-23
cy,89,2021-09-23
te,89,2021-09-23
kn,84,2021-09-23
fa,76,2021-09-23
iw,75,2021-09-23
ko,67,2021-09-23
or,63,2021-09-23
lt,58,2021-09-23
is,46,2021-09-23
bg,37,2021-09-23
eu,35,2021-09-23
si,34,2021-09-23
ne,23,2021-09-23
pa,18,2021-09-23
sr,17,2021-09-23
my,10,2021-09-23
am,5,2021-09-23
km,3,2021-09-23
lo,3,2021-09-23
ckb,2,2021-09-23
hy,2,2021-09-23
ka,2,2021-09-23
ps,2,2021-09-23
sd,2,2021-09-23
bo,1,2021-09-23
