lang,n,date
en,444428,2021-08-18
es,60512,2021-08-18
pt,26373,2021-08-18
fr,21536,2021-08-18
in,19406,2021-08-18
und,16031,2021-08-18
it,9366,2021-08-18
tl,6911,2021-08-18
ja,6525,2021-08-18
de,5804,2021-08-18
tr,4640,2021-08-18
nl,3936,2021-08-18
pl,1520,2021-08-18
ca,1488,2021-08-18
ru,1455,2021-08-18
el,1252,2021-08-18
th,922,2021-08-18
hi,899,2021-08-18
sv,834,2021-08-18
et,683,2021-08-18
cs,569,2021-08-18
ar,524,2021-08-18
ro,497,2021-08-18
zh,422,2021-08-18
lv,379,2021-08-18
ta,330,2021-08-18
sl,320,2021-08-18
vi,309,2021-08-18
fi,295,2021-08-18
ht,235,2021-08-18
uk,221,2021-08-18
da,205,2021-08-18
no,161,2021-08-18
mr,148,2021-08-18
ml,138,2021-08-18
bn,123,2021-08-18
hu,118,2021-08-18
fa,106,2021-08-18
kn,94,2021-08-18
ko,94,2021-08-18
iw,92,2021-08-18
cy,83,2021-08-18
lt,74,2021-08-18
is,73,2021-08-18
gu,69,2021-08-18
bg,61,2021-08-18
te,61,2021-08-18
ur,60,2021-08-18
si,54,2021-08-18
eu,53,2021-08-18
or,51,2021-08-18
sr,27,2021-08-18
my,21,2021-08-18
ne,18,2021-08-18
pa,15,2021-08-18
ka,6,2021-08-18
lo,6,2021-08-18
hy,5,2021-08-18
km,4,2021-08-18
ps,3,2021-08-18
am,1,2021-08-18
bo,1,2021-08-18
dv,1,2021-08-18
