lang,n,date
en,382342,2020-09-30
es,87154,2020-09-30
fr,21704,2020-09-30
pt,20712,2020-09-30
in,17229,2020-09-30
und,14317,2020-09-30
it,9765,2020-09-30
tr,6626,2020-09-30
ca,4655,2020-09-30
tl,4333,2020-09-30
de,4003,2020-09-30
nl,3595,2020-09-30
ja,2948,2020-09-30
ru,2032,2020-09-30
hi,1596,2020-09-30
pl,1389,2020-09-30
ro,816,2020-09-30
el,783,2020-09-30
cs,773,2020-09-30
et,548,2020-09-30
ar,518,2020-09-30
sv,442,2020-09-30
lv,416,2020-09-30
da,317,2020-09-30
ta,307,2020-09-30
uk,276,2020-09-30
zh,260,2020-09-30
lt,231,2020-09-30
th,219,2020-09-30
fi,216,2020-09-30
mr,200,2020-09-30
ml,173,2020-09-30
cy,167,2020-09-30
sl,161,2020-09-30
gu,152,2020-09-30
no,147,2020-09-30
ur,144,2020-09-30
iw,139,2020-09-30
hu,120,2020-09-30
bn,114,2020-09-30
te,114,2020-09-30
vi,110,2020-09-30
eu,108,2020-09-30
ht,98,2020-09-30
kn,95,2020-09-30
or,91,2020-09-30
ko,74,2020-09-30
is,64,2020-09-30
bg,60,2020-09-30
fa,57,2020-09-30
ne,35,2020-09-30
my,26,2020-09-30
pa,19,2020-09-30
sr,13,2020-09-30
hy,6,2020-09-30
si,6,2020-09-30
lo,4,2020-09-30
ps,4,2020-09-30
ckb,2,2020-09-30
am,1,2020-09-30
bo,1,2020-09-30
ka,1,2020-09-30
