lang,n,date
en,411134,2021-03-29
es,99046,2021-03-29
pt,73314,2021-03-29
fr,29626,2021-03-29
und,16932,2021-03-29
it,15895,2021-03-29
de,15759,2021-03-29
tl,13426,2021-03-29
in,11307,2021-03-29
tr,9147,2021-03-29
nl,4302,2021-03-29
pl,3946,2021-03-29
ja,3504,2021-03-29
ca,2877,2021-03-29
el,1907,2021-03-29
hi,1850,2021-03-29
ru,1837,2021-03-29
et,999,2021-03-29
ur,978,2021-03-29
ro,887,2021-03-29
cs,803,2021-03-29
sv,708,2021-03-29
mr,576,2021-03-29
ar,511,2021-03-29
uk,390,2021-03-29
sl,386,2021-03-29
lv,330,2021-03-29
ht,329,2021-03-29
zh,325,2021-03-29
fi,309,2021-03-29
da,285,2021-03-29
ta,255,2021-03-29
th,247,2021-03-29
no,239,2021-03-29
hu,178,2021-03-29
gu,137,2021-03-29
cy,127,2021-03-29
kn,126,2021-03-29
vi,118,2021-03-29
te,115,2021-03-29
ml,111,2021-03-29
lt,104,2021-03-29
ko,103,2021-03-29
bn,99,2021-03-29
or,69,2021-03-29
bg,67,2021-03-29
eu,59,2021-03-29
fa,51,2021-03-29
is,48,2021-03-29
ne,42,2021-03-29
iw,39,2021-03-29
pa,28,2021-03-29
sr,22,2021-03-29
am,10,2021-03-29
hy,9,2021-03-29
si,9,2021-03-29
ckb,8,2021-03-29
my,6,2021-03-29
ka,4,2021-03-29
ps,3,2021-03-29
dv,2,2021-03-29
km,2,2021-03-29
bo,1,2021-03-29
lo,1,2021-03-29
