lang,n,date
en,326340,2021-06-29
es,64678,2021-06-29
in,39648,2021-06-29
pt,25746,2021-06-29
fr,15677,2021-06-29
und,12577,2021-06-29
it,6308,2021-06-29
ja,5169,2021-06-29
de,4862,2021-06-29
tl,4272,2021-06-29
nl,3798,2021-06-29
tr,3488,2021-06-29
hi,2428,2021-06-29
ru,2333,2021-06-29
pl,2202,2021-06-29
ca,1894,2021-06-29
th,1018,2021-06-29
el,927,2021-06-29
et,795,2021-06-29
zh,571,2021-06-29
cs,560,2021-06-29
ar,530,2021-06-29
ta,520,2021-06-29
ro,499,2021-06-29
sv,437,2021-06-29
mr,342,2021-06-29
lv,335,2021-06-29
fi,323,2021-06-29
ht,301,2021-06-29
ml,269,2021-06-29
bn,266,2021-06-29
uk,251,2021-06-29
vi,243,2021-06-29
kn,228,2021-06-29
da,189,2021-06-29
sl,154,2021-06-29
te,154,2021-06-29
or,148,2021-06-29
ur,129,2021-06-29
gu,128,2021-06-29
ko,114,2021-06-29
hu,106,2021-06-29
cy,102,2021-06-29
no,95,2021-06-29
lt,94,2021-06-29
fa,67,2021-06-29
ne,61,2021-06-29
eu,49,2021-06-29
my,47,2021-06-29
pa,45,2021-06-29
bg,40,2021-06-29
iw,31,2021-06-29
si,30,2021-06-29
is,27,2021-06-29
km,14,2021-06-29
sr,11,2021-06-29
bo,3,2021-06-29
dv,3,2021-06-29
ps,3,2021-06-29
am,2,2021-06-29
hy,2,2021-06-29
ka,2,2021-06-29
lo,2,2021-06-29
