lang,n,date
en,633804,2020-04-25
es,202390,2020-04-25
und,50623,2020-04-25
fr,47609,2020-04-25
pt,46189,2020-04-25
in,23623,2020-04-25
it,21665,2020-04-25
ja,13841,2020-04-25
tr,12513,2020-04-25
hi,10350,2020-04-25
de,10115,2020-04-25
ca,8406,2020-04-25
tl,8191,2020-04-25
nl,5319,2020-04-25
ru,3575,2020-04-25
ar,3087,2020-04-25
ro,1721,2020-04-25
pl,1708,2020-04-25
ta,1594,2020-04-25
el,1310,2020-04-25
th,1305,2020-04-25
ur,1216,2020-04-25
sv,1206,2020-04-25
et,1148,2020-04-25
mr,1007,2020-04-25
zh,765,2020-04-25
lt,687,2020-04-25
cs,608,2020-04-25
fi,549,2020-04-25
te,521,2020-04-25
ml,508,2020-04-25
uk,506,2020-04-25
gu,505,2020-04-25
da,497,2020-04-25
ht,489,2020-04-25
vi,452,2020-04-25
bn,447,2020-04-25
kn,428,2020-04-25
fa,385,2020-04-25
lv,284,2020-04-25
sl,235,2020-04-25
ne,227,2020-04-25
cy,219,2020-04-25
no,207,2020-04-25
eu,197,2020-04-25
ko,186,2020-04-25
or,171,2020-04-25
pa,130,2020-04-25
hu,114,2020-04-25
iw,114,2020-04-25
si,94,2020-04-25
bg,89,2020-04-25
is,68,2020-04-25
ps,54,2020-04-25
sr,46,2020-04-25
my,31,2020-04-25
lo,17,2020-04-25
am,13,2020-04-25
sd,13,2020-04-25
ckb,10,2020-04-25
dv,10,2020-04-25
hy,10,2020-04-25
ka,7,2020-04-25
km,3,2020-04-25
bo,1,2020-04-25
