lang,n,date
en,400349,2022-01-20
es,94435,2022-01-20
pt,54310,2022-01-20
fr,31505,2022-01-20
und,15791,2022-01-20
it,14776,2022-01-20
de,8032,2022-01-20
in,7463,2022-01-20
ja,5568,2022-01-20
nl,5540,2022-01-20
tl,5251,2022-01-20
tr,4172,2022-01-20
pl,3844,2022-01-20
ca,2818,2022-01-20
hi,2615,2022-01-20
ru,1566,2022-01-20
sv,1457,2022-01-20
ar,1445,2022-01-20
et,1051,2022-01-20
cs,1022,2022-01-20
el,970,2022-01-20
ro,559,2022-01-20
da,480,2022-01-20
zh,474,2022-01-20
th,404,2022-01-20
fi,372,2022-01-20
ml,362,2022-01-20
ta,337,2022-01-20
lv,331,2022-01-20
bn,316,2022-01-20
no,274,2022-01-20
uk,271,2022-01-20
ht,241,2022-01-20
gu,220,2022-01-20
kn,220,2022-01-20
mr,196,2022-01-20
is,186,2022-01-20
sl,181,2022-01-20
te,168,2022-01-20
ur,165,2022-01-20
hu,142,2022-01-20
cy,134,2022-01-20
bg,98,2022-01-20
vi,98,2022-01-20
ko,90,2022-01-20
iw,80,2022-01-20
lt,73,2022-01-20
ne,66,2022-01-20
or,64,2022-01-20
eu,58,2022-01-20
fa,45,2022-01-20
pa,30,2022-01-20
si,18,2022-01-20
sr,18,2022-01-20
ckb,8,2022-01-20
hy,6,2022-01-20
am,4,2022-01-20
my,3,2022-01-20
ps,3,2022-01-20
bo,2,2022-01-20
dv,2,2022-01-20
lo,1,2022-01-20
