lang,n,date
en,455723,2021-01-18
es,105401,2021-01-18
pt,57009,2021-01-18
fr,27089,2021-01-18
in,19738,2021-01-18
und,18307,2021-01-18
de,15519,2021-01-18
it,12005,2021-01-18
nl,7622,2021-01-18
ja,5424,2021-01-18
tl,5302,2021-01-18
tr,4276,2021-01-18
ca,4103,2021-01-18
ru,2480,2021-01-18
pl,2315,2021-01-18
el,1329,2021-01-18
hi,1306,2021-01-18
sv,1216,2021-01-18
ro,960,2021-01-18
et,840,2021-01-18
cs,800,2021-01-18
th,757,2021-01-18
ar,605,2021-01-18
lv,478,2021-01-18
da,430,2021-01-18
ht,360,2021-01-18
zh,347,2021-01-18
uk,320,2021-01-18
sl,289,2021-01-18
fi,288,2021-01-18
ta,241,2021-01-18
no,193,2021-01-18
cy,164,2021-01-18
ur,158,2021-01-18
hu,122,2021-01-18
ml,116,2021-01-18
lt,110,2021-01-18
bg,103,2021-01-18
gu,94,2021-01-18
ko,93,2021-01-18
mr,89,2021-01-18
fa,87,2021-01-18
vi,82,2021-01-18
eu,81,2021-01-18
kn,79,2021-01-18
te,78,2021-01-18
iw,76,2021-01-18
bn,74,2021-01-18
or,44,2021-01-18
ne,37,2021-01-18
is,36,2021-01-18
si,28,2021-01-18
sr,21,2021-01-18
my,15,2021-01-18
pa,13,2021-01-18
ckb,8,2021-01-18
hy,6,2021-01-18
am,5,2021-01-18
km,4,2021-01-18
dv,3,2021-01-18
ka,3,2021-01-18
bo,2,2021-01-18
lo,2,2021-01-18
ps,2,2021-01-18
