lang,n,date
en,429157,2021-02-25
es,76524,2021-02-25
pt,48763,2021-02-25
fr,28199,2021-02-25
und,15702,2021-02-25
in,14803,2021-02-25
it,14202,2021-02-25
de,11207,2021-02-25
nl,5440,2021-02-25
tr,4668,2021-02-25
ja,3677,2021-02-25
tl,3611,2021-02-25
ca,3543,2021-02-25
pl,1992,2021-02-25
cs,1961,2021-02-25
el,1654,2021-02-25
ru,1608,2021-02-25
hi,1396,2021-02-25
sv,1113,2021-02-25
ro,875,2021-02-25
et,781,2021-02-25
fi,649,2021-02-25
lv,553,2021-02-25
ar,539,2021-02-25
da,503,2021-02-25
uk,405,2021-02-25
th,369,2021-02-25
mr,328,2021-02-25
ht,229,2021-02-25
zh,229,2021-02-25
vi,219,2021-02-25
cy,170,2021-02-25
no,158,2021-02-25
hu,156,2021-02-25
ta,155,2021-02-25
sl,136,2021-02-25
lt,109,2021-02-25
ur,96,2021-02-25
ml,93,2021-02-25
gu,89,2021-02-25
ko,83,2021-02-25
eu,76,2021-02-25
bg,74,2021-02-25
fa,73,2021-02-25
iw,69,2021-02-25
te,62,2021-02-25
bn,49,2021-02-25
kn,47,2021-02-25
is,46,2021-02-25
or,34,2021-02-25
si,32,2021-02-25
sr,19,2021-02-25
pa,18,2021-02-25
my,13,2021-02-25
ne,10,2021-02-25
hy,9,2021-02-25
ckb,5,2021-02-25
km,5,2021-02-25
ps,3,2021-02-25
am,2,2021-02-25
bo,2,2021-02-25
dv,2,2021-02-25
ka,2,2021-02-25
lo,2,2021-02-25
sd,1,2021-02-25
