lang,n,date
en,329702,2021-07-07
es,62731,2021-07-07
in,46957,2021-07-07
pt,28095,2021-07-07
fr,19111,2021-07-07
und,12840,2021-07-07
it,6417,2021-07-07
de,5770,2021-07-07
ja,5550,2021-07-07
nl,3970,2021-07-07
tr,3826,2021-07-07
tl,3443,2021-07-07
ca,2352,2021-07-07
ru,2005,2021-07-07
pl,1629,2021-07-07
hi,1552,2021-07-07
th,1159,2021-07-07
el,1136,2021-07-07
et,668,2021-07-07
ar,657,2021-07-07
cs,499,2021-07-07
zh,462,2021-07-07
ro,441,2021-07-07
ta,377,2021-07-07
lv,361,2021-07-07
sv,329,2021-07-07
vi,245,2021-07-07
fi,226,2021-07-07
bn,224,2021-07-07
sl,221,2021-07-07
ht,214,2021-07-07
uk,214,2021-07-07
da,176,2021-07-07
mr,166,2021-07-07
ml,165,2021-07-07
ko,139,2021-07-07
cy,126,2021-07-07
kn,118,2021-07-07
hu,104,2021-07-07
no,96,2021-07-07
ur,88,2021-07-07
te,82,2021-07-07
gu,81,2021-07-07
or,75,2021-07-07
fa,68,2021-07-07
lt,58,2021-07-07
eu,57,2021-07-07
my,56,2021-07-07
ne,38,2021-07-07
bg,34,2021-07-07
iw,30,2021-07-07
is,29,2021-07-07
pa,25,2021-07-07
si,20,2021-07-07
km,10,2021-07-07
sr,7,2021-07-07
hy,4,2021-07-07
bo,3,2021-07-07
lo,3,2021-07-07
ps,3,2021-07-07
am,2,2021-07-07
dv,2,2021-07-07
ka,2,2021-07-07
ckb,1,2021-07-07
