lang,n,date
en,426372,2020-09-17
es,96377,2020-09-17
pt,25448,2020-09-17
fr,25423,2020-09-17
in,22055,2020-09-17
und,21488,2020-09-17
it,8508,2020-09-17
tr,7876,2020-09-17
ca,4517,2020-09-17
tl,4407,2020-09-17
de,4272,2020-09-17
ja,3132,2020-09-17
nl,2683,2020-09-17
hi,2471,2020-09-17
ru,1834,2020-09-17
cs,1213,2020-09-17
pl,1141,2020-09-17
el,993,2020-09-17
ro,783,2020-09-17
et,699,2020-09-17
ar,557,2020-09-17
sv,543,2020-09-17
ta,405,2020-09-17
da,359,2020-09-17
mr,338,2020-09-17
zh,313,2020-09-17
uk,304,2020-09-17
th,288,2020-09-17
lt,231,2020-09-17
lv,215,2020-09-17
fi,196,2020-09-17
ur,196,2020-09-17
ml,194,2020-09-17
sl,194,2020-09-17
cy,179,2020-09-17
gu,177,2020-09-17
kn,172,2020-09-17
ht,163,2020-09-17
bn,151,2020-09-17
no,146,2020-09-17
te,141,2020-09-17
hu,128,2020-09-17
vi,116,2020-09-17
or,115,2020-09-17
ko,113,2020-09-17
eu,108,2020-09-17
bg,89,2020-09-17
iw,89,2020-09-17
fa,67,2020-09-17
is,53,2020-09-17
ne,50,2020-09-17
my,39,2020-09-17
pa,30,2020-09-17
hy,13,2020-09-17
sr,12,2020-09-17
si,5,2020-09-17
am,4,2020-09-17
ckb,4,2020-09-17
ka,4,2020-09-17
km,4,2020-09-17
ps,4,2020-09-17
lo,2,2020-09-17
sd,1,2020-09-17
