lang,n,date
en,425325,2021-02-19
es,74911,2021-02-19
in,34787,2021-02-19
pt,30860,2021-02-19
fr,21604,2021-02-19
und,13725,2021-02-19
it,12810,2021-02-19
de,11737,2021-02-19
nl,5821,2021-02-19
tr,5342,2021-02-19
ja,3871,2021-02-19
tl,3693,2021-02-19
ca,3041,2021-02-19
pl,2388,2021-02-19
el,1859,2021-02-19
ru,1557,2021-02-19
cs,1431,2021-02-19
hi,1162,2021-02-19
sv,1065,2021-02-19
ro,734,2021-02-19
et,648,2021-02-19
ar,489,2021-02-19
lv,471,2021-02-19
da,388,2021-02-19
th,340,2021-02-19
zh,340,2021-02-19
fi,295,2021-02-19
mr,284,2021-02-19
uk,270,2021-02-19
vi,239,2021-02-19
ht,228,2021-02-19
no,165,2021-02-19
ta,165,2021-02-19
cy,163,2021-02-19
hu,142,2021-02-19
sl,134,2021-02-19
lt,100,2021-02-19
eu,84,2021-02-19
kn,84,2021-02-19
bn,80,2021-02-19
ko,79,2021-02-19
ur,79,2021-02-19
ml,75,2021-02-19
gu,69,2021-02-19
bg,67,2021-02-19
fa,59,2021-02-19
te,56,2021-02-19
iw,55,2021-02-19
or,38,2021-02-19
is,36,2021-02-19
si,21,2021-02-19
ne,15,2021-02-19
pa,14,2021-02-19
sr,13,2021-02-19
my,8,2021-02-19
lo,5,2021-02-19
am,4,2021-02-19
hy,3,2021-02-19
ka,2,2021-02-19
km,2,2021-02-19
ckb,1,2021-02-19
dv,1,2021-02-19
sd,1,2021-02-19
