lang,n,date
en,384501,2020-08-19
es,117848,2020-08-19
pt,28210,2020-08-19
fr,21571,2020-08-19
und,19729,2020-08-19
in,15030,2020-08-19
tr,11823,2020-08-19
it,11185,2020-08-19
tl,6163,2020-08-19
ca,4905,2020-08-19
de,4837,2020-08-19
ja,4571,2020-08-19
nl,3228,2020-08-19
hi,2393,2020-08-19
ru,1821,2020-08-19
pl,1607,2020-08-19
el,1215,2020-08-19
ar,828,2020-08-19
ro,813,2020-08-19
et,713,2020-08-19
sv,595,2020-08-19
cs,522,2020-08-19
ta,469,2020-08-19
th,466,2020-08-19
zh,335,2020-08-19
mr,319,2020-08-19
ml,291,2020-08-19
uk,261,2020-08-19
fi,260,2020-08-19
vi,252,2020-08-19
lt,250,2020-08-19
da,248,2020-08-19
te,198,2020-08-19
kn,195,2020-08-19
sl,180,2020-08-19
no,176,2020-08-19
ht,169,2020-08-19
ur,167,2020-08-19
ko,165,2020-08-19
gu,161,2020-08-19
lv,136,2020-08-19
bn,132,2020-08-19
hu,125,2020-08-19
cy,123,2020-08-19
eu,96,2020-08-19
fa,80,2020-08-19
or,80,2020-08-19
ne,78,2020-08-19
bg,70,2020-08-19
iw,58,2020-08-19
is,52,2020-08-19
pa,43,2020-08-19
sr,27,2020-08-19
my,22,2020-08-19
si,15,2020-08-19
am,11,2020-08-19
hy,9,2020-08-19
ps,8,2020-08-19
km,7,2020-08-19
ckb,3,2020-08-19
ka,2,2020-08-19
bo,1,2020-08-19
lo,1,2020-08-19
