lang,n,date
en,406304,2020-09-11
es,88442,2020-09-11
fr,25809,2020-09-11
pt,24260,2020-09-11
in,21072,2020-09-11
und,17693,2020-09-11
it,9471,2020-09-11
tr,7626,2020-09-11
tl,5067,2020-09-11
ca,4552,2020-09-11
de,3552,2020-09-11
ja,3283,2020-09-11
hi,2376,2020-09-11
nl,2081,2020-09-11
ru,1817,2020-09-11
pl,972,2020-09-11
cs,843,2020-09-11
ro,775,2020-09-11
el,737,2020-09-11
et,688,2020-09-11
ar,528,2020-09-11
sv,419,2020-09-11
ta,370,2020-09-11
th,346,2020-09-11
uk,327,2020-09-11
mr,317,2020-09-11
zh,304,2020-09-11
lv,250,2020-09-11
ml,225,2020-09-11
da,212,2020-09-11
lt,185,2020-09-11
cy,184,2020-09-11
gu,180,2020-09-11
sl,172,2020-09-11
fi,170,2020-09-11
bn,161,2020-09-11
kn,159,2020-09-11
no,126,2020-09-11
te,122,2020-09-11
ur,116,2020-09-11
hu,113,2020-09-11
vi,113,2020-09-11
eu,107,2020-09-11
ht,101,2020-09-11
iw,90,2020-09-11
ko,87,2020-09-11
or,76,2020-09-11
ne,74,2020-09-11
bg,58,2020-09-11
fa,57,2020-09-11
pa,48,2020-09-11
my,28,2020-09-11
is,25,2020-09-11
hy,11,2020-09-11
sr,10,2020-09-11
ka,8,2020-09-11
km,8,2020-09-11
si,6,2020-09-11
lo,3,2020-09-11
ckb,1,2020-09-11
ps,1,2020-09-11
