lang,n,date
en,244785,2021-10-27
es,37776,2021-10-27
pt,15368,2021-10-27
fr,12308,2021-10-27
und,10096,2021-10-27
in,8748,2021-10-27
it,7260,2021-10-27
de,6716,2021-10-27
nl,5653,2021-10-27
ja,3331,2021-10-27
tr,2917,2021-10-27
tl,2337,2021-10-27
ru,2312,2021-10-27
pl,2065,2021-10-27
cs,1259,2021-10-27
ca,1227,2021-10-27
el,837,2021-10-27
hi,827,2021-10-27
lv,679,2021-10-27
ro,669,2021-10-27
sv,554,2021-10-27
uk,517,2021-10-27
ar,416,2021-10-27
zh,413,2021-10-27
th,378,2021-10-27
et,369,2021-10-27
sl,366,2021-10-27
fi,327,2021-10-27
da,283,2021-10-27
vi,172,2021-10-27
ta,152,2021-10-27
no,126,2021-10-27
bn,117,2021-10-27
hu,110,2021-10-27
ht,103,2021-10-27
ml,102,2021-10-27
bg,86,2021-10-27
mr,83,2021-10-27
cy,74,2021-10-27
kn,53,2021-10-27
iw,52,2021-10-27
ur,51,2021-10-27
gu,50,2021-10-27
ko,50,2021-10-27
te,50,2021-10-27
lt,46,2021-10-27
fa,41,2021-10-27
is,35,2021-10-27
or,32,2021-10-27
eu,23,2021-10-27
si,23,2021-10-27
sr,16,2021-10-27
pa,15,2021-10-27
my,12,2021-10-27
ne,8,2021-10-27
hy,6,2021-10-27
km,6,2021-10-27
am,4,2021-10-27
ka,4,2021-10-27
lo,3,2021-10-27
dv,1,2021-10-27
