lang,n,date
en,300917,2021-05-09
es,56790,2021-05-09
pt,22094,2021-05-09
in,17645,2021-05-09
und,12834,2021-05-09
fr,12620,2021-05-09
hi,11175,2021-05-09
it,6593,2021-05-09
ja,5629,2021-05-09
tr,4929,2021-05-09
tl,4733,2021-05-09
de,4730,2021-05-09
nl,3054,2021-05-09
pl,1927,2021-05-09
ca,1843,2021-05-09
et,1642,2021-05-09
ta,1076,2021-05-09
el,1061,2021-05-09
ru,864,2021-05-09
sv,747,2021-05-09
th,745,2021-05-09
mr,638,2021-05-09
ht,611,2021-05-09
ar,610,2021-05-09
ro,584,2021-05-09
ml,579,2021-05-09
kn,539,2021-05-09
cs,450,2021-05-09
bn,412,2021-05-09
te,370,2021-05-09
gu,368,2021-05-09
zh,351,2021-05-09
vi,301,2021-05-09
ur,292,2021-05-09
fi,262,2021-05-09
ne,207,2021-05-09
or,204,2021-05-09
lv,196,2021-05-09
da,189,2021-05-09
uk,162,2021-05-09
pa,120,2021-05-09
hu,118,2021-05-09
no,110,2021-05-09
ko,97,2021-05-09
sl,90,2021-05-09
cy,84,2021-05-09
lt,82,2021-05-09
fa,63,2021-05-09
si,46,2021-05-09
eu,43,2021-05-09
iw,30,2021-05-09
bg,27,2021-05-09
is,18,2021-05-09
sr,11,2021-05-09
lo,6,2021-05-09
my,6,2021-05-09
ps,5,2021-05-09
am,3,2021-05-09
bo,2,2021-05-09
ckb,2,2021-05-09
ka,2,2021-05-09
sd,1,2021-05-09
ug,1,2021-05-09
