lang,n,date
en,227462,2021-11-15
es,34431,2021-11-15
fr,17867,2021-11-15
de,15746,2021-11-15
it,10263,2021-11-15
pt,10233,2021-11-15
und,10183,2021-11-15
in,8066,2021-11-15
nl,7670,2021-11-15
tr,5369,2021-11-15
tl,2975,2021-11-15
ja,2963,2021-11-15
pl,2555,2021-11-15
ru,2064,2021-11-15
el,1828,2021-11-15
cs,1616,2021-11-15
ca,1526,2021-11-15
hi,961,2021-11-15
sv,504,2021-11-15
ro,484,2021-11-15
th,428,2021-11-15
lv,416,2021-11-15
sl,391,2021-11-15
uk,378,2021-11-15
zh,343,2021-11-15
et,334,2021-11-15
ar,323,2021-11-15
da,317,2021-11-15
fi,266,2021-11-15
ta,137,2021-11-15
vi,137,2021-11-15
ht,133,2021-11-15
no,129,2021-11-15
bn,102,2021-11-15
cy,94,2021-11-15
mr,88,2021-11-15
hu,77,2021-11-15
ml,70,2021-11-15
gu,68,2021-11-15
te,61,2021-11-15
ko,59,2021-11-15
is,57,2021-11-15
ur,55,2021-11-15
eu,50,2021-11-15
kn,48,2021-11-15
or,47,2021-11-15
iw,43,2021-11-15
bg,37,2021-11-15
lt,36,2021-11-15
fa,31,2021-11-15
si,22,2021-11-15
pa,17,2021-11-15
hy,15,2021-11-15
ne,15,2021-11-15
sr,12,2021-11-15
my,9,2021-11-15
lo,5,2021-11-15
am,3,2021-11-15
ka,3,2021-11-15
km,3,2021-11-15
ckb,1,2021-11-15
dv,1,2021-11-15
ps,1,2021-11-15
