lang,n,date
en,80284,2020-02-20
es,19542,2020-02-20
ja,6801,2020-02-20
fr,4706,2020-02-20
und,4655,2020-02-20
it,3166,2020-02-20
pt,3037,2020-02-20
in,1922,2020-02-20
de,1476,2020-02-20
tr,1199,2020-02-20
ca,1097,2020-02-20
nl,768,2020-02-20
zh,768,2020-02-20
tl,703,2020-02-20
th,666,2020-02-20
lt,434,2020-02-20
ro,391,2020-02-20
fa,338,2020-02-20
ru,321,2020-02-20
hi,292,2020-02-20
pl,284,2020-02-20
vi,269,2020-02-20
ar,223,2020-02-20
ko,173,2020-02-20
et,115,2020-02-20
fi,113,2020-02-20
ta,112,2020-02-20
da,108,2020-02-20
el,104,2020-02-20
sv,104,2020-02-20
cs,87,2020-02-20
uk,87,2020-02-20
ht,61,2020-02-20
ur,51,2020-02-20
sl,41,2020-02-20
iw,30,2020-02-20
ml,28,2020-02-20
or,25,2020-02-20
te,24,2020-02-20
mr,23,2020-02-20
cy,21,2020-02-20
lv,20,2020-02-20
no,19,2020-02-20
eu,17,2020-02-20
bn,16,2020-02-20
kn,14,2020-02-20
ne,14,2020-02-20
gu,13,2020-02-20
km,12,2020-02-20
si,11,2020-02-20
is,7,2020-02-20
pa,7,2020-02-20
ps,7,2020-02-20
bg,4,2020-02-20
my,4,2020-02-20
ckb,3,2020-02-20
am,2,2020-02-20
hu,2,2020-02-20
lo,2,2020-02-20
sr,1,2020-02-20
