lang,n,date
en,433976,2022-01-09
es,94097,2022-01-09
fr,35850,2022-01-09
pt,32911,2022-01-09
it,16507,2022-01-09
und,16341,2022-01-09
de,8275,2022-01-09
nl,7026,2022-01-09
in,6798,2022-01-09
tr,6095,2022-01-09
tl,6027,2022-01-09
ja,4061,2022-01-09
hi,3990,2022-01-09
pl,2877,2022-01-09
ca,2372,2022-01-09
sv,1376,2022-01-09
el,1300,2022-01-09
ta,983,2022-01-09
et,949,2022-01-09
cs,908,2022-01-09
ru,789,2022-01-09
fi,686,2022-01-09
ar,662,2022-01-09
ro,586,2022-01-09
th,487,2022-01-09
zh,415,2022-01-09
bn,387,2022-01-09
da,368,2022-01-09
mr,358,2022-01-09
ht,341,2022-01-09
no,317,2022-01-09
ml,250,2022-01-09
gu,248,2022-01-09
lv,219,2022-01-09
te,218,2022-01-09
kn,213,2022-01-09
sl,185,2022-01-09
or,130,2022-01-09
is,127,2022-01-09
vi,113,2022-01-09
hu,112,2022-01-09
uk,108,2022-01-09
cy,102,2022-01-09
ko,97,2022-01-09
iw,96,2022-01-09
ur,73,2022-01-09
ne,64,2022-01-09
bg,58,2022-01-09
lt,58,2022-01-09
eu,57,2022-01-09
pa,45,2022-01-09
fa,22,2022-01-09
sr,20,2022-01-09
si,19,2022-01-09
lo,4,2022-01-09
hy,3,2022-01-09
my,3,2022-01-09
ka,2,2022-01-09
km,1,2022-01-09
sd,1,2022-01-09
