lang,n,date
en,228054,2021-12-11
es,30926,2021-12-11
fr,17430,2021-12-11
pt,10851,2021-12-11
und,9088,2021-12-11
it,8856,2021-12-11
de,7544,2021-12-11
in,5210,2021-12-11
nl,3598,2021-12-11
pl,2969,2021-12-11
tr,2354,2021-12-11
ja,2316,2021-12-11
ca,1647,2021-12-11
tl,1606,2021-12-11
sv,1085,2021-12-11
ru,884,2021-12-11
hi,869,2021-12-11
el,755,2021-12-11
cs,681,2021-12-11
ar,379,2021-12-11
ro,366,2021-12-11
fi,365,2021-12-11
da,350,2021-12-11
et,304,2021-12-11
zh,248,2021-12-11
no,231,2021-12-11
th,228,2021-12-11
ta,198,2021-12-11
lv,154,2021-12-11
uk,129,2021-12-11
vi,123,2021-12-11
mr,109,2021-12-11
hu,108,2021-12-11
sl,99,2021-12-11
ht,95,2021-12-11
bn,91,2021-12-11
te,76,2021-12-11
gu,73,2021-12-11
ml,72,2021-12-11
kn,68,2021-12-11
ko,68,2021-12-11
cy,55,2021-12-11
ur,54,2021-12-11
fa,51,2021-12-11
iw,44,2021-12-11
eu,42,2021-12-11
bg,36,2021-12-11
is,35,2021-12-11
or,30,2021-12-11
lt,22,2021-12-11
pa,17,2021-12-11
si,11,2021-12-11
sr,10,2021-12-11
ne,9,2021-12-11
am,6,2021-12-11
my,4,2021-12-11
hy,3,2021-12-11
ps,3,2021-12-11
lo,2,2021-12-11
dv,1,2021-12-11
km,1,2021-12-11
sd,1,2021-12-11
