lang,n,date
en,540580,2021-12-29
es,113122,2021-12-29
fr,52505,2021-12-29
pt,29241,2021-12-29
it,21858,2021-12-29
und,17646,2021-12-29
in,10605,2021-12-29
nl,9949,2021-12-29
de,8079,2021-12-29
tr,6099,2021-12-29
pl,5008,2021-12-29
ja,3466,2021-12-29
ca,3230,2021-12-29
hi,2812,2021-12-29
tl,2726,2021-12-29
el,2336,2021-12-29
sv,1645,2021-12-29
ru,1308,2021-12-29
cs,919,2021-12-29
et,782,2021-12-29
da,699,2021-12-29
ro,692,2021-12-29
ar,630,2021-12-29
fi,485,2021-12-29
th,370,2021-12-29
zh,369,2021-12-29
lv,291,2021-12-29
ht,284,2021-12-29
mr,273,2021-12-29
ta,265,2021-12-29
no,243,2021-12-29
bn,233,2021-12-29
sl,204,2021-12-29
gu,197,2021-12-29
uk,195,2021-12-29
is,173,2021-12-29
te,155,2021-12-29
ml,144,2021-12-29
vi,136,2021-12-29
eu,132,2021-12-29
hu,128,2021-12-29
cy,122,2021-12-29
ur,114,2021-12-29
kn,95,2021-12-29
iw,86,2021-12-29
ko,79,2021-12-29
or,74,2021-12-29
fa,57,2021-12-29
lt,52,2021-12-29
bg,48,2021-12-29
pa,41,2021-12-29
ne,19,2021-12-29
sr,15,2021-12-29
si,12,2021-12-29
my,7,2021-12-29
hy,5,2021-12-29
am,4,2021-12-29
ckb,4,2021-12-29
ka,4,2021-12-29
ps,3,2021-12-29
sd,2,2021-12-29
lo,1,2021-12-29
