lang,n,date
en,355116,2022-01-17
es,97520,2022-01-17
pt,51744,2022-01-17
fr,31755,2022-01-17
und,14625,2022-01-17
it,13574,2022-01-17
in,8409,2022-01-17
de,7289,2022-01-17
nl,5787,2022-01-17
tr,4871,2022-01-17
tl,4607,2022-01-17
ja,4022,2022-01-17
pl,3185,2022-01-17
hi,2756,2022-01-17
ca,2581,2022-01-17
ru,1523,2022-01-17
sv,1246,2022-01-17
cs,1203,2022-01-17
ar,1191,2022-01-17
et,913,2022-01-17
el,883,2022-01-17
ro,549,2022-01-17
zh,465,2022-01-17
th,408,2022-01-17
fi,405,2022-01-17
da,376,2022-01-17
lv,343,2022-01-17
ta,289,2022-01-17
ml,277,2022-01-17
bn,252,2022-01-17
te,241,2022-01-17
uk,226,2022-01-17
ur,215,2022-01-17
ht,212,2022-01-17
kn,207,2022-01-17
no,206,2022-01-17
gu,201,2022-01-17
sl,191,2022-01-17
mr,184,2022-01-17
vi,151,2022-01-17
hu,146,2022-01-17
is,139,2022-01-17
ko,113,2022-01-17
cy,110,2022-01-17
eu,94,2022-01-17
or,69,2022-01-17
bg,65,2022-01-17
iw,61,2022-01-17
lt,52,2022-01-17
fa,44,2022-01-17
ne,42,2022-01-17
pa,39,2022-01-17
si,23,2022-01-17
sr,18,2022-01-17
my,9,2022-01-17
hy,5,2022-01-17
lo,4,2022-01-17
ckb,2,2022-01-17
ps,2,2022-01-17
am,1,2022-01-17
bo,1,2022-01-17
