lang,n,date
en,475175,2021-08-11
es,64560,2021-08-11
pt,26923,2021-08-11
fr,25680,2021-08-11
in,23509,2021-08-11
und,17601,2021-08-11
it,9918,2021-08-11
de,8023,2021-08-11
tl,6620,2021-08-11
ja,6315,2021-08-11
tr,5583,2021-08-11
nl,3135,2021-08-11
ca,1892,2021-08-11
ru,1757,2021-08-11
pl,1428,2021-08-11
hi,1361,2021-08-11
th,966,2021-08-11
el,864,2021-08-11
cs,670,2021-08-11
sv,638,2021-08-11
et,563,2021-08-11
ro,520,2021-08-11
ar,499,2021-08-11
zh,450,2021-08-11
fi,370,2021-08-11
ta,359,2021-08-11
lv,322,2021-08-11
vi,308,2021-08-11
da,298,2021-08-11
uk,234,2021-08-11
ht,212,2021-08-11
mr,206,2021-08-11
ml,190,2021-08-11
sl,161,2021-08-11
bn,150,2021-08-11
no,149,2021-08-11
ur,139,2021-08-11
fa,136,2021-08-11
hu,117,2021-08-11
ko,114,2021-08-11
kn,108,2021-08-11
iw,101,2021-08-11
is,87,2021-08-11
te,87,2021-08-11
gu,71,2021-08-11
cy,67,2021-08-11
or,67,2021-08-11
lt,57,2021-08-11
ne,53,2021-08-11
si,50,2021-08-11
eu,49,2021-08-11
bg,46,2021-08-11
pa,28,2021-08-11
sr,28,2021-08-11
my,21,2021-08-11
km,10,2021-08-11
hy,6,2021-08-11
ka,6,2021-08-11
lo,6,2021-08-11
am,5,2021-08-11
ps,3,2021-08-11
bo,1,2021-08-11
dv,1,2021-08-11
sd,1,2021-08-11
