lang,n,date
en,346246,2022-01-31
es,59979,2022-01-31
pt,33126,2022-01-31
fr,21836,2022-01-31
in,13845,2022-01-31
und,12420,2022-01-31
it,11747,2022-01-31
de,6650,2022-01-31
tr,6046,2022-01-31
ja,4447,2022-01-31
nl,4306,2022-01-31
tl,3804,2022-01-31
pl,2542,2022-01-31
ru,1819,2022-01-31
ca,1661,2022-01-31
hi,1310,2022-01-31
sv,1096,2022-01-31
el,973,2022-01-31
cs,894,2022-01-31
et,602,2022-01-31
ro,509,2022-01-31
ar,505,2022-01-31
th,420,2022-01-31
lv,411,2022-01-31
da,357,2022-01-31
fi,357,2022-01-31
zh,304,2022-01-31
uk,249,2022-01-31
vi,246,2022-01-31
ta,203,2022-01-31
no,192,2022-01-31
ht,171,2022-01-31
bn,163,2022-01-31
ml,141,2022-01-31
mr,125,2022-01-31
sl,122,2022-01-31
ur,114,2022-01-31
ko,97,2022-01-31
is,96,2022-01-31
kn,89,2022-01-31
cy,86,2022-01-31
te,86,2022-01-31
hu,80,2022-01-31
gu,64,2022-01-31
bg,60,2022-01-31
fa,60,2022-01-31
or,57,2022-01-31
iw,50,2022-01-31
eu,49,2022-01-31
ne,40,2022-01-31
si,36,2022-01-31
lt,35,2022-01-31
pa,17,2022-01-31
sr,15,2022-01-31
hy,11,2022-01-31
lo,5,2022-01-31
ka,4,2022-01-31
am,3,2022-01-31
ckb,2,2022-01-31
my,2,2022-01-31
ps,2,2022-01-31
bo,1,2022-01-31
km,1,2022-01-31
sd,1,2022-01-31
